block_id,trial_index,day_number,lower_groundwater_low,lower_groundwater_medium,lower_groundwater_high
formal_joint_block_01,0,71,0.38652501688832747,0.44589438379299007,0.16758059931868238
formal_joint_block_01,0,72,0.13708908342466178,0.4565516874659484,0.4063592291093897
formal_joint_block_01,0,73,0.1747375213706166,0.5694266306657066,0.2558358479636767
formal_joint_block_01,0,74,0.14134393068202722,0.6375157675935795,0.22114030172439325
formal_joint_block_01,0,75,0.15984611817476888,0.6903123780096349,0.1498415038155964
formal_joint_block_01,0,76,0.10168328796969295,0.3808245683756468,0.5174921436546602
formal_joint_block_01,0,77,0.023846216378455836,0.11042113543049058,0.8657326481910537
formal_joint_block_01,0,78,0.021041484272400657,0.04976157905692242,0.929196936670677
formal_joint_block_01,0,79,0.037393122989015405,0.09160018780609545,0.8710066892048891
formal_joint_block_01,0,80,0.03725007523740978,0.07566481465766567,0.8870851101049246
formal_joint_block_01,0,81,0.018943827917042973,0.022762294798002146,0.958293877284955
formal_joint_block_01,0,82,0.03407936764368282,0.03739657574913576,0.9285240566071814
formal_joint_block_01,0,83,0.05488570174826521,0.05840611779598236,0.8867081804557524
formal_joint_block_01,0,84,0.07319525039219454,0.07691588194775413,0.8498888676600513
formal_joint_block_01,0,85,0.08055855514282186,0.0861610502383935,0.8332803946187847
formal_joint_block_01,0,86,0.1261484651318342,0.1271271292760158,0.74672440559215
formal_joint_block_01,0,87,0.15272916841895542,0.15139782505525293,0.6958730065257916
formal_joint_block_01,0,88,0.08460229182698555,0.1041374237193148,0.8112602844536997
formal_joint_block_01,0,89,0.13564462614408343,0.16057848977081088,0.7037768840851057
formal_joint_block_01,0,90,0.187118629393063,0.21344241913932677,0.5994389514676103
formal_joint_block_01,0,91,0.18340250298858082,0.22470051160007073,0.5918969854113484
formal_joint_block_01,0,92,0.2666863239548283,0.28717452892691925,0.44613914711825253
formal_joint_block_01,0,93,0.33744761119088945,0.3412504915867782,0.3213018972223323
formal_joint_block_01,0,94,0.282649163058839,0.3157845715327588,0.4015662654084021
formal_joint_block_01,0,95,0.40000149382575345,0.37222655988462205,0.22777194628962458
formal_joint_block_01,0,96,0.3489260925356538,0.34202419002924045,0.3090497174351058
formal_joint_block_01,0,97,0.1647851853851676,0.2993159996295303,0.5358988149853021
formal_joint_block_01,0,98,0.24026782495910848,0.3980243415191843,0.36170783352170727
formal_joint_block_01,0,99,0.3058636641288031,0.41081099530877857,0.2833253405624184
formal_joint_block_01,0,100,0.31470363773512483,0.4588006029045523,0.2264957593603229
formal_joint_block_01,0,101,0.386213084649249,0.4751312429951822,0.13865567235556883
formal_joint_block_01,0,102,0.3180976968722004,0.5127026378976783,0.16919966523012134
formal_joint_block_01,0,103,0.15949753159167707,0.5393038174705632,0.3011986509377599
formal_joint_block_01,0,104,0.045122835687670865,0.44998381880050203,0.5048933455118272
formal_joint_block_01,0,105,0.08189311021727842,0.5922439823004271,0.32586290748229446
formal_joint_block_01,0,106,0.08266096603169704,0.6695523295670228,0.24778670440128012
formal_joint_block_01,0,107,0.09840145567693971,0.6241835738093893,0.277414970513671
formal_joint_block_01,0,108,0.1225207706440128,0.7228680636112513,0.15461116574473602
formal_joint_block_01,0,109,0.13597435032899405,0.7446343378166238,0.11939131185438208
formal_joint_block_01,0,110,0.12732533730706075,0.6935501672578197,0.17912449543511952
formal_joint_block_01,0,111,0.0006644566646710122,0.01711058375309499,0.9822249595822341
formal_joint_block_01,0,112,0.010566296020153776,0.026999452415974054,0.9624342515638722
formal_joint_block_01,0,113,0.02271985504245083,0.044571271481703464,0.9327088734758456
formal_joint_block_01,0,114,0.03430600813466431,0.0576960993794235,0.9079978924859122
formal_joint_block_01,0,115,0.025151031027153447,0.03147133980722307,0.9433776291656235
formal_joint_block_01,0,116,0.03601591420843394,0.04031353924219143,0.9236705465493746
formal_joint_block_01,0,117,0.0066245755139443165,0.008672375698786197,0.9847030487872694
formal_joint_block_01,0,118,0.015823114441981707,0.01779407955452503,0.9663828060034931
formal_joint_block_01,0,119,0.02979782939458787,0.03212461938381547,0.9380775512215966
formal_joint_block_01,0,120,0.019144146672626112,0.02116194880048396,0.95969390452689
formal_joint_block_01,0,121,0.0317598278678626,0.03404460576543105,0.9341955663667064
formal_joint_block_01,0,122,0.05192168940082662,0.05402879436250282,0.8940495162366705
formal_joint_block_01,0,123,0.0695136520919098,0.07126729758700513,0.859219050321085
formal_joint_block_01,0,124,0.056160634667884006,0.06158104564080643,0.8822583196913095
formal_joint_block_01,0,125,0.0029549861811725025,0.004940928834957981,0.9921040849838695
formal_joint_block_01,0,126,0.011418913052599098,0.012734929735258844,0.9758461572121421
formal_joint_block_01,0,127,0.020996959688125212,0.02195403345904189,0.9570490068528329
formal_joint_block_01,0,128,0.033675194561877654,0.03442493712919681,0.9318998683089256
formal_joint_block_01,0,129,0.05467035507005839,0.05455950036843508,0.8907701445615066
formal_joint_block_01,0,130,0.07175724130431677,0.07114441035049743,0.8570983483451858
formal_joint_block_01,0,131,0.1045665534283146,0.10115354077858701,0.7942799057930983
formal_joint_block_01,0,132,0.13426656754285443,0.12920080274243703,0.7365326297147087
formal_joint_block_01,0,133,0.19029924263581544,0.17140544428139698,0.6382953130827875
formal_joint_block_01,0,134,0.256258902115079,0.21925413643413474,0.5244869614507863
formal_joint_block_01,0,135,0.284690641680909,0.2477969648798088,0.4675123934392822
formal_joint_block_01,0,136,0.26923196441039776,0.27024719999900715,0.4605208355905951
formal_joint_block_01,0,137,0.32233945002026726,0.3246679699859642,0.3529925799937685
formal_joint_block_01,0,138,0.39163157546586097,0.3282992154690373,0.28006920906510185
formal_joint_block_01,0,139,0.45044282581056716,0.35047484325667067,0.19908233093276223
formal_joint_block_01,0,140,0.1851501528318339,0.24063211452138641,0.5742177326467798
formal_joint_block_01,0,141,0.002135285917038625,0.01792702996241115,0.9799376841205503
formal_joint_block_01,0,142,0.01224730311580551,0.032646278949497246,0.9551064179346973
formal_joint_block_01,0,143,0.018025873001530326,0.030521168496412378,0.9514529585020574
formal_joint_block_01,0,144,0.033770165831937815,0.05399025143573974,0.9122395827323224
formal_joint_block_01,0,145,0.05173677286235333,0.07737790823083833,0.8708853189068083
formal_joint_block_01,0,146,0.034560260236880094,0.048520696553406024,0.9169190432097138
formal_joint_block_01,0,147,0.007705254685650388,0.008384516198396696,0.9839102291159529
formal_joint_block_01,0,148,0.023214146129082566,0.025222998265234362,0.9515628556056831
formal_joint_block_01,0,149,0.03902785259780704,0.041086266922713215,0.9198858804794798
formal_joint_block_01,0,150,0.053089076792521006,0.05506107572688966,0.8918498474805893
formal_joint_block_01,0,151,0.0790420952028091,0.07998419135599265,0.8409737134411983
formal_joint_block_01,0,152,0.10170498168736616,0.10076781772009191,0.797527200592542
formal_joint_block_01,0,153,0.11058026555271909,0.11297741813058065,0.7764423163167002
formal_joint_block_01,0,154,0.03562574482226136,0.05069491016185292,0.9136793450158857
formal_joint_block_01,0,155,0.07859946931141555,0.08824913570386578,0.8331513949847187
formal_joint_block_01,0,156,0.11163706306977927,0.13108519749869274,0.757277739431528
formal_joint_block_01,0,157,0.162182827974769,0.18212410328928214,0.6556930687359489
formal_joint_block_01,0,158,0.21385677233306563,0.23159076836965087,0.5545524592972835
formal_joint_block_01,0,159,0.2075719975075637,0.22636502961831803,0.5660629728741183
formal_joint_block_01,0,160,0.3082251170528415,0.2990319108546128,0.3927429720925458
formal_joint_block_01,0,161,0.34597378894055825,0.321263432032559,0.33276277902688284
formal_joint_block_01,0,162,0.24219405909024214,0.3006901796596053,0.4571157612501526
formal_joint_block_01,0,163,0.02747099374449175,0.11028198585066629,0.8622470204048419
formal_joint_block_01,0,164,0.022954937527650012,0.07892609746465547,0.8981189650076946
formal_joint_block_01,0,165,0.04055265820325256,0.12993893978744164,0.8295084020093058
formal_joint_block_01,0,166,0.059570355006978604,0.17582868312440522,0.7646009618686163
formal_joint_block_01,0,167,0.08586239281295262,0.24181638484428758,0.6723212223427598
formal_joint_block_01,0,168,0.09244373415654979,0.2408993109900388,0.6666569548534115
formal_joint_block_01,0,169,0.12479144576307231,0.3024986474858411,0.5727099067510866
formal_joint_block_01,0,170,0.0593014596453063,0.13576679505727204,0.8049317452974217
formal_joint_block_01,0,171,0.09040522472016939,0.1946003747401138,0.7149944005397169
formal_joint_block_01,0,172,0.09580773967714698,0.2014148141897674,0.7027774461330856
formal_joint_block_01,0,173,0.1133295806263595,0.2294494084325895,0.6572210109410509
formal_joint_block_01,0,174,0.050456968076718685,0.09957693446382887,0.8499660974594524
formal_joint_block_01,0,175,0.06696438967095367,0.12153379508036377,0.8115018152486826
formal_joint_block_01,0,176,0.10103656436424963,0.17639488283041385,0.7225685528053366
formal_joint_block_01,0,177,0.09351529002587372,0.16080906088925181,0.7456756490848745
formal_joint_block_01,0,178,0.09279349872985228,0.1553885742471613,0.7518179270229864
formal_joint_block_01,0,179,0.11163823334751874,0.18020962953856126,0.70815213711392
formal_joint_block_01,0,180,0.060973494266270994,0.10362751009036865,0.8353989956433604
formal_joint_block_01,0,181,0.12786826145542626,0.20638118506468414,0.6657505534798897
formal_joint_block_01,0,182,0.2345946876798025,0.3337083304894919,0.43169698183070565
formal_joint_block_01,0,183,0.3576481577196018,0.4361195906973584,0.20623225158303987
formal_joint_block_01,0,184,0.5109876840273216,0.41664237479483124,0.0723699411778472
formal_joint_block_01,0,185,0.6798389884829606,0.30130416964902984,0.018856841868009424
formal_joint_block_01,0,186,0.80254603201341,0.19084809227943303,0.006605875707156971
formal_joint_block_01,0,187,0.8820334358016156,0.11357154392715173,0.0043950202712327215
formal_joint_block_01,0,188,0.930422414549463,0.0655474836277959,0.004030101822741083
formal_joint_block_01,0,189,0.8766750404489595,0.10851077863649461,0.014814180914545984
formal_joint_block_01,0,190,0.9197450787403826,0.0710624116631378,0.009192509596479667
formal_joint_block_01,0,191,0.9406316752753221,0.05402470120856757,0.005343623516110403
formal_joint_block_01,0,192,0.9623377323893434,0.033724876640103985,0.003937390970552658
formal_joint_block_01,0,193,0.9724576082377987,0.023672313622322392,0.003870078139879001
formal_joint_block_01,0,194,0.9750640435070508,0.020572724960726117,0.004363231532223127
formal_joint_block_01,0,195,0.9725016196413153,0.022329179837998526,0.005169200520686131
formal_joint_block_01,0,196,0.9443931983429545,0.0412165886792457,0.014390212977799731
formal_joint_block_01,0,197,0.9700516328763762,0.02523120107552817,0.0047171660480957
formal_joint_block_01,0,198,0.9582977775056138,0.03389385820337116,0.007808364291015054
formal_joint_block_01,0,199,0.9604510280877134,0.03186310437621415,0.0076858675360725005
formal_joint_block_01,0,200,0.9749467926785841,0.02103099266753298,0.004022214653882925
formal_joint_block_01,0,201,0.971142187520215,0.02294399699900149,0.005913815480783474
formal_joint_block_01,0,202,0.9744590198243316,0.02038669800229462,0.005154282173373737
formal_joint_block_01,0,203,0.9690185795593612,0.025109778179400615,0.005871642261238146
formal_joint_block_01,0,204,0.9771276075271468,0.018980325272203852,0.003892067200649492
formal_joint_block_01,0,205,0.9718868917081294,0.02244866192676971,0.005664446365100895
formal_joint_block_01,0,206,0.9587051989766344,0.03345833906311192,0.007836461960253723
formal_joint_block_01,0,207,0.908955715107823,0.07563004498382207,0.015414239908354993
formal_joint_block_01,0,208,0.950536648197289,0.04342505441025251,0.006038297392458548
formal_joint_block_01,0,209,0.9571192484812256,0.03766148486498564,0.005219266653788743
formal_joint_block_01,0,210,0.9679562771955398,0.027843237219424,0.0042004855850362
formal_joint_block_01,0,211,0.9279099112813884,0.05616684558356528,0.015923243135046186
formal_joint_block_01,0,212,0.9642213134991215,0.030724821693744558,0.00505386480713393
formal_joint_block_01,0,213,0.9715424479419554,0.023952503977119656,0.004505048080924962
formal_joint_block_01,0,214,0.9761260768887637,0.019845472835364423,0.004028450275871862
formal_joint_block_01,0,215,0.9721218791126515,0.022404981301565416,0.005473139585783145
formal_joint_block_01,0,216,0.9719131921128261,0.022266518287789125,0.005820289599384763
formal_joint_block_01,0,217,0.9713180492291306,0.023554671477506006,0.00512727929336345
formal_joint_block_01,0,218,0.9747168277406966,0.020956841441022327,0.004326330818281148
formal_joint_block_01,0,219,0.9787661452385236,0.017405614919168495,0.003828239842307941
formal_joint_block_01,0,220,0.97977714704914,0.016240996186306117,0.0039818567645538575
formal_joint_block_01,0,221,0.9681679266076387,0.024623021568865644,0.007209051823495667
formal_joint_block_01,0,222,0.9639938482516778,0.029649270568012826,0.006356881180309466
formal_joint_block_01,0,223,0.9734469203767662,0.022160941804229936,0.004392137819004031
formal_joint_block_01,0,224,0.9538911599570401,0.03698964145382791,0.009119198589132096
formal_joint_block_01,0,225,0.9461498649369124,0.04596519876396721,0.007884936299120349
formal_joint_block_01,0,226,0.9614865694969806,0.03310387379190933,0.005409556711109975
formal_joint_block_01,0,227,0.9589920957664797,0.03503419159382677,0.0059737126396934535
formal_joint_block_01,0,228,0.954382992493871,0.03903772316168605,0.006579284344442855
formal_joint_block_01,0,229,0.9620203715623483,0.03197888213660068,0.006000746301051022
formal_joint_block_01,0,230,0.9732006093564878,0.022466067244257416,0.00433332339925493
formal_joint_block_01,0,231,0.9618770036570913,0.03095361517253852,0.007169381170370225
formal_joint_block_01,0,232,0.9598634718409877,0.03391343878315865,0.006223089375853622
formal_joint_block_01,0,233,0.9718442600178128,0.024177502938534753,0.003978237043652493
formal_joint_block_01,0,234,0.9053377819461659,0.07187572470877787,0.022786493345056256
formal_joint_block_01,0,235,0.8103647377797353,0.13133572303370694,0.05829953918655787
formal_joint_block_01,0,236,0.9213834204066469,0.06095125521642259,0.017665324376930434
formal_joint_block_01,0,237,0.9250090713007136,0.06550161081384731,0.00948931788543915
formal_joint_block_01,0,238,0.9046050620789813,0.08543104756284657,0.009963890358172175
formal_joint_block_01,0,239,0.947943304547138,0.047510679181702584,0.004546016271159413
formal_joint_block_01,0,240,0.9130163015814994,0.07285635173003335,0.01412734668846731
formal_joint_block_01,0,241,0.8055152411780395,0.14435738993507838,0.0501273688868821
formal_joint_block_01,0,242,0.9064086194826148,0.08107882838173236,0.012512552135652782
formal_joint_block_01,0,243,0.872505165072796,0.11269298055063193,0.014801854376572086
formal_joint_block_01,0,244,0.9146257793634945,0.07613496852285667,0.009239252113648903
formal_joint_block_01,0,245,0.7937725219555557,0.18644995920293292,0.0197775188415113
formal_joint_block_01,0,246,0.8892456758175515,0.10329440337980755,0.007459920802640931
formal_joint_block_01,0,247,0.8895357760210669,0.09987298623163109,0.010591237747302008
formal_joint_block_01,0,248,0.944276024175189,0.05123478188608639,0.004489193938724508
formal_joint_block_01,0,249,0.9555905493021271,0.03960648891088445,0.004802961786988454
formal_joint_block_01,0,250,0.9686976933653673,0.02714300838167641,0.00415929825295638
formal_joint_block_01,0,251,0.8828780133606878,0.09186507722203961,0.02525690941727256
formal_joint_block_01,0,252,0.9468345376252509,0.04634332243632666,0.006822139938422403
formal_joint_block_01,0,253,0.9536834506748676,0.03983421119834313,0.006482338126789351
formal_joint_block_01,0,254,0.9431741290083848,0.04924529455814339,0.007580576433471778
formal_joint_block_01,0,255,0.9403844895772866,0.0526143008531146,0.007001209569598846
formal_joint_block_01,0,256,0.9271122931722627,0.06143648210592051,0.011451224721816805
formal_joint_block_01,0,257,0.9610432670699929,0.03429905072633866,0.004657682203668453
formal_joint_block_01,0,258,0.9719061323708076,0.02420550960711872,0.0038883580220737462
formal_joint_block_01,0,259,0.9769701573906237,0.019141383292237895,0.0038884593171384803
formal_joint_block_01,0,260,0.9741288183496958,0.020741404039899117,0.0051297776104050905
formal_joint_block_01,0,261,0.9791065039034479,0.017023726872040384,0.0038697692245117316
formal_joint_block_01,0,262,0.9781078609392252,0.017482420881861402,0.00440971817891352
formal_joint_block_01,0,263,0.9790623571323215,0.016656200340578187,0.004281442527100293
formal_joint_block_01,0,264,0.9765965532933625,0.018223081068170287,0.005180365638467231
formal_joint_block_01,0,265,0.9771336749450777,0.01791974518777197,0.0049465798671502895
formal_joint_block_01,0,266,0.9722769899318338,0.022177268214251932,0.005545741853914323
formal_joint_block_01,0,267,0.967615422400624,0.025302812219537316,0.007081765379838734
formal_joint_block_01,0,268,0.9722586558435802,0.023060528108155287,0.004680816048264628
formal_joint_block_01,0,269,0.9774854206815016,0.018571240500678488,0.003943338817819985
formal_joint_block_01,0,270,0.9695249194576621,0.023707304170208297,0.00676777637212964
formal_joint_block_01,0,271,0.9391586070292847,0.04893293960358617,0.01190845336712917
formal_joint_block_01,0,272,0.9518384403059366,0.04210229849084863,0.0060592612032148
formal_joint_block_01,0,273,0.9685683003563056,0.02752336419448086,0.003908335449213572
formal_joint_block_01,0,274,0.8701565053559223,0.09718969851797192,0.032653796126105805
formal_joint_block_01,0,275,0.9426097800874316,0.04982649375642139,0.007563726156147086
formal_joint_block_01,0,276,0.9515680564008249,0.04222214172209184,0.006209801877083398
formal_joint_block_01,0,277,0.96913940256863,0.026803666314305925,0.004056931117064015
formal_joint_block_01,0,278,0.9750919625675073,0.02093378987532017,0.00397424755717265
formal_joint_block_01,0,279,0.9650906112914542,0.02750975531416996,0.007399633394375804
formal_joint_block_01,0,280,0.831841792412587,0.107083590866942,0.06107461672047095
formal_joint_block_01,0,281,0.9214609953612133,0.0643759366007892,0.014163068037997533
formal_joint_block_01,0,282,0.9391188091251123,0.05361055797347391,0.0072706329014138715
formal_joint_block_01,0,283,0.962905399538008,0.03286793896764142,0.004226661494350595
formal_joint_block_01,0,284,0.9640003935115702,0.03072655271961814,0.0052730537688116625
formal_joint_block_01,0,285,0.9701597541251732,0.02488281053263406,0.004957435342192621
formal_joint_block_01,0,286,0.9763246168484824,0.019744943256767858,0.003930439894749777
formal_joint_block_01,0,287,0.9507775907168302,0.03786322175951971,0.011359187523650123
formal_joint_block_01,0,288,0.9546904325469676,0.035214476975735584,0.010095090477296871
formal_joint_block_01,0,289,0.972220624991468,0.023528755715301167,0.0042506192932308656
formal_joint_block_01,0,290,0.839454031578202,0.11382750449017119,0.04671846393162684
formal_joint_block_01,0,291,0.7793945101239763,0.19078978337720304,0.029815706498820736
formal_joint_block_01,0,292,0.549149552162612,0.4146762175266906,0.0361742303106975
formal_joint_block_01,0,293,0.7399779707509005,0.24824076655798133,0.011781262691118202
formal_joint_block_01,0,294,0.2611973917511633,0.6618178092707224,0.07698479897811421
formal_joint_block_01,0,295,0.49422408551008806,0.4794001156764027,0.026375798813509214
formal_joint_block_01,0,296,0.6586169712629959,0.3322723176508593,0.009110711086144913
formal_joint_block_01,0,297,0.787581732640484,0.20744378849035514,0.004974478869160788
formal_joint_block_01,0,298,0.7346625970023339,0.25425303892547985,0.011084364072186239
formal_joint_block_01,0,299,0.5624651138481164,0.4002532570960176,0.03728162905586585
formal_joint_block_01,0,300,0.7430279094476226,0.2447499590504033,0.012222131501974078
formal_joint_block_01,0,301,0.8426998272782661,0.15182532409968666,0.005474848622047239
formal_joint_block_01,0,302,0.899530447853427,0.09559110006346254,0.004878452083110548
formal_joint_block_01,0,303,0.8523359448925215,0.13673593902443174,0.010928116083046734
formal_joint_block_01,0,304,0.8339471907858813,0.14925710388243094,0.016795705331687706
formal_joint_block_01,0,305,0.918306145548132,0.07631227913139693,0.0053815753204711275
formal_joint_block_01,0,306,0.9501661750086899,0.04586100189539155,0.003972823095918474
formal_joint_block_01,0,307,0.9575237490531805,0.03723906717689958,0.005237183769919858
formal_joint_block_01,0,308,0.9708422366105276,0.02509118516671576,0.004066578222756753
formal_joint_block_01,0,309,0.9753243837206376,0.02039876248502176,0.004276853794340604
formal_joint_block_01,0,310,0.9764414524378757,0.019229175276883927,0.0043293722852404
formal_joint_block_01,0,311,0.932728119834975,0.050973142318470124,0.01629873784655494
formal_joint_block_01,0,312,0.9654618625191513,0.02895754742422274,0.005580590056625955
formal_joint_block_01,0,313,0.9750747603023361,0.021073961762725312,0.003851277934938593
formal_joint_block_01,0,314,0.97815230605644,0.017877596408672623,0.003970097534887448
formal_joint_block_01,0,315,0.9801204481421296,0.01602002663497222,0.003859525222898122
formal_joint_block_01,0,316,0.9809872597525384,0.015171366534850607,0.003841373712610982
formal_joint_block_01,0,317,0.9085576235626335,0.06170245161788321,0.029739924819483364
formal_joint_block_01,0,318,0.942614938347421,0.04692477793567416,0.010460283716904733
formal_joint_block_01,0,319,0.9513744459850807,0.041776578320961745,0.006848975693957643
formal_joint_block_01,0,320,0.9678332682024208,0.02763033021096578,0.00453640158661354
formal_joint_block_01,0,321,0.967941197693451,0.026892060599257927,0.005166741707290987
formal_joint_block_01,0,322,0.975325826238807,0.020746862352291926,0.003927311408901011
formal_joint_block_01,0,323,0.9784830766087257,0.017614205580462203,0.0039027178108121197
formal_joint_block_01,0,324,0.9773565758601263,0.018105660638270075,0.004537763501603728
formal_joint_block_01,0,325,0.9784119492181682,0.017178172606227123,0.00440987817560463
formal_joint_block_01,0,326,0.9729416099468952,0.021496422393198027,0.0055619676599068055
formal_joint_block_01,0,327,0.9772057887083092,0.018683136993796663,0.0041110742978941765
formal_joint_block_01,0,328,0.9767005965595242,0.018620035623238617,0.004679367817237012
formal_joint_block_01,0,329,0.9687058252671155,0.023922865119694003,0.007371309613190536
formal_joint_block_01,0,330,0.9778578852780786,0.017974104908530367,0.004168009813391064
formal_joint_block_01,0,331,0.9802570019850126,0.0158934949598172,0.003849503055170235
formal_joint_block_01,0,332,0.9707717330383175,0.02262946422950652,0.006598802732175934
formal_joint_block_01,0,333,0.9784873766631856,0.01757371185851525,0.003938911478298975
formal_joint_block_01,0,334,0.9773694829347988,0.017930077602313126,0.004700439462888163
formal_joint_block_01,0,335,0.9628943149510641,0.029177705824774178,0.007927979224161719
formal_joint_block_01,0,336,0.9719414571384234,0.022844654415424787,0.00521388844615186
formal_joint_block_01,0,337,0.9682447859088785,0.026089955666291832,0.005665258424829724
formal_joint_block_01,0,338,0.975172575811635,0.020801400561956222,0.004026023626408839
formal_joint_block_01,0,339,0.9682049348985724,0.025503350888540863,0.006291714212886773
formal_joint_block_01,0,340,0.9756002272334036,0.01996001685621299,0.004439755910383434
