basin,frac_snow,nse_clean,D_nse,temp_share,precip_share
12383500,0.612621722100952,0.7332739233970642,1.2459816336631775,0.4381165624910711,0.328127335698348
12488500,0.641918995401996,0.7859035730361938,0.5251966118812561,0.5882638131622719,0.19722393643107652
13161500,0.518679342368851,0.8190436363220215,0.9224594831466675,0.3165489121620719,0.5103772468914146
14020000,0.355358222004398,0.6838706731796265,0.7228695154190063,0.47137372540811145,0.3216071160603937
14138900,0.221358389006793,0.7346494197845459,0.3424599766731262,0.517084390033856,0.24530570272055005
14166500,0.0106763012784076,0.8318215012550354,0.21995311975479126,0.29097349619480317,0.4992690582316942
14216500,0.295816183757834,0.7301254272460938,0.2912229299545288,0.5539897126340022,0.20168834268663818
14305500,0.0257414277847911,0.8515323400497437,0.11950838565826416,0.4632887507630834,0.28726611143878705
14316700,0.176336580742005,0.8363401889801025,0.21308660507202148,0.4791501560831501,0.2978188356457452
11124500,0.0230381055615776,0.5278693437576294,0.3859173059463501,0.3643913971808495,0.40714273135466517
11176400,0.016307003804813,0.6216756701469421,0.18903934955596924,0.3014641379678466,0.5193200202443462
11284400,0.0365047230850116,0.7467138767242432,0.1564633846282959,0.4351001494709178,0.3516964322801798
11475560,0.138629337971597,0.8039987087249756,0.14315712451934814,0.42313322596144226,0.344075201971581
11482500,0.0131812044990649,0.8482460975646973,0.15252447128295898,0.3644705038938985,0.41740275933791376
01047000,0.280118126940736,0.7915604114532471,0.4281175136566162,0.4207595224697905,0.3623357652479311
01073000,0.17503243505174,0.8549125790596008,0.35832804441452026,0.3670898617294811,0.4240033941153636
01139000,0.246562671549799,0.740311861038208,0.5804125666618347,0.40902303973656545,0.39574486479084225
01169000,0.238972605896079,0.7350915670394897,0.6904134750366211,0.43297974945404066,0.33793101250646274
04296000,0.273317826422307,0.8099183440208435,0.5783153772354126,0.43926589676764893,0.3626895563081846
01365000,0.202270211093681,0.7653586268424988,0.3939463496208191,0.3932699723988148,0.4029437093833604
01423000,0.217830297712483,0.8028198480606079,0.39680933952331543,0.38981861671597634,0.40336751727326403
01440400,0.172223371092882,0.7043428421020508,0.7582178115844727,0.33752995925535434,0.4507227494314331
01491000,0.0500257211233794,0.7232059836387634,0.4218248128890991,0.2870417636058119,0.46842646497719304
01539000,0.156285913306627,0.8000116348266602,0.544036865234375,0.3430971436745587,0.43289257316002366
01545600,0.192645540908709,0.7874879837036133,0.42259442806243896,0.3971810699566433,0.4025891670711928
01552000,0.17305912288721,0.6726281046867371,0.369723379611969,0.3439345140428502,0.45147313644621134
01580000,0.0816880923954386,0.6682472229003906,0.3617420792579651,0.3584914782204125,0.4412979621157549
01596500,0.188402157557544,0.6208688020706177,0.5006440281867981,0.3830735526467894,0.41008603410020433
01634500,0.114828393813144,0.5649744272232056,0.5830012559890747,0.36964170490351195,0.41977504344725997
01666500,0.0822553978033295,0.6280423998832703,0.4422904849052429,0.33309870337322045,0.4332976591965408
02013000,0.0979143372407574,0.773804783821106,0.404323935508728,0.3789310170535831,0.4272434365768529
02018000,0.0849686144296571,0.7710499167442322,0.3329083323478699,0.327708476347906,0.4736307297540744
02046000,0.0453728268084367,0.5314111113548279,0.7511044144630432,0.2912327089355755,0.4814114928937594
02056900,0.0646059372808137,0.7507181167602539,0.47122442722320557,0.32268112471001253,0.4327589223343584
02070000,0.0508621647943431,0.6572259664535522,0.6109119653701782,0.3244609667375543,0.42770249916001485
02092500,0.0120832517590196,0.8649614453315735,0.30333423614501953,0.24428435635671183,0.4824125933052398
02111500,0.0523692516718814,0.47177207469940186,0.5983922481536865,0.3135874719047187,0.4472176801333015
02128000,0.0256704433801346,0.5647163391113281,0.2763074040412903,0.2837757611737766,0.4792778364388179
02149000,0.029590457635321,0.7254969477653503,0.40906721353530884,0.2462845110240374,0.5101884608029204
02196000,0.014697822503637,0.7753556966781616,0.21150517463684082,0.25656435328119803,0.522595258870356
02216180,0.000534865436369,0.7440296411514282,0.1688908338546753,0.2725448965574182,0.4859268784412789
02296500,0.0,0.8054134845733643,0.5218237042427063,0.2287873782606568,0.5033220945109801
02299950,0.0,0.5055227279663086,0.2517465353012085,0.28514073907769505,0.43289568186549165
02361000,0.0015124422847458,0.5764658451080322,0.08150583505630493,0.29901156035352866,0.4412564763907954
02374500,0.0030425564536237,0.7845419645309448,0.3632693886756897,0.2659681075408197,0.45794031431870746
02427250,0.0031810787432098,0.8103511333465576,0.2898916006088257,0.265684590358365,0.4722909083984832
02465493,0.0073106547528566,0.8311396241188049,0.2667604088783264,0.29265980507449585,0.4402543948698877
02479300,0.0007412865485982,0.7321171760559082,0.15168213844299316,0.24362308838457128,0.5022280482741478
04024430,0.1608667587394,0.7029736042022705,0.5599863529205322,0.3770945057278162,0.4067928364185549
04057510,0.253134692886369,0.7756491303443909,0.6525523662567139,0.4073285774937023,0.41721272629934997
04105700,0.154578943663624,0.6046465635299683,0.9134150743484497,0.19562643656734952,0.6143234944838271
04127997,0.268061615104673,0.5109243392944336,1.0102266073226929,0.25129174380516317,0.5844276763361256
04197170,0.10758495614117,0.7647468447685242,0.4419916272163391,0.28365101297111545,0.5071913423748642
04224775,0.204650190587357,0.6842317581176758,0.5185783505439758,0.3787249759491896,0.4110710641295992
03015500,0.192038519147369,0.7957258820533752,0.4237416386604309,0.363880276562682,0.4223360547077392
03049800,0.116341909362209,0.4198101758956909,0.7297203540802002,0.3195654525754685,0.45951307574251904
03078000,0.194625437344426,0.6260904669761658,0.4857756495475769,0.4001689895635225,0.3873106436931695
03180500,0.195303023284764,0.7387794256210327,0.3792978525161743,0.3743237751423701,0.4002067238881844
03238500,0.0747385312973334,0.7885662913322449,0.2602847218513489,0.29030726939501533,0.507585743552208
03291780,0.0673686532615331,0.66094571352005,0.3374897241592407,0.32617286786030475,0.46279689796775303
03366500,0.059067129172147,0.7822064161300659,0.29252803325653076,0.30322055304332873,0.487464995569796
03456500,0.0638736766495558,0.7487859725952148,0.22456121444702148,0.37757268820309176,0.37594505581065807
03479000,0.0904171237520879,0.7702596187591553,0.24694406986236572,0.366256568418414,0.40198539570623043
03504000,0.0589912291417263,0.7921052575111389,0.24061542749404907,0.3916178219586179,0.35167841134927613
05362000,0.174430982504896,0.7386472225189209,0.5395780801773071,0.3563629247016022,0.4188337617465844
05414000,0.123542293769616,0.3574214577674866,1.631451666355133,0.288491812948278,0.4822721691548367
05487980,0.0964519167641938,0.8197147846221924,0.23695778846740723,0.28384453502036816,0.4986340552682546
05501000,0.0805965933083467,0.6881469488143921,0.3640180826187134,0.2570962921311416,0.543156273733215
05556500,0.106987814559373,0.7042925357818604,0.565271258354187,0.2855906688198183,0.5310985627362308
05593575,0.0547473552431735,0.8410624265670776,0.20166289806365967,0.2756485811999199,0.5192437481809945
07362100,0.0183234657917035,0.7392795085906982,0.17277681827545166,0.2919544136997906,0.454484206389146
05057200,0.141789208175196,0.3073124885559082,0.45123934745788574,0.2889644975278078,0.5464468059003368
06280300,0.666773488915146,0.9121784567832947,0.5891603231430054,0.46991709506737417,0.3127354092623576
06339100,0.160349274004295,0.41255342960357666,1.0994874238967896,0.3234563834468915,0.5075915625059086
06406000,0.167832878351021,0.48537522554397583,0.4395478367805481,0.22808736765655807,0.5971464985820752
06470800,0.14718946482151,0.2943815588951111,0.4487394690513611,0.2592083757647425,0.5745148035157167
06622700,0.717691988588396,0.856273353099823,0.6153414249420166,0.47471518999183304,0.3137954718160053
06803530,0.0991958577666237,0.7274297475814819,0.2252887487411499,0.27114652690501023,0.5189030314374593
06878000,0.0727867121382812,0.6057062149047852,0.22958821058273315,0.2727691864196011,0.5324153602213043
06889500,0.069599735811632,0.7621252536773682,0.23993968963623047,0.27863396475881225,0.5034847945133712
06911900,0.0618531603753962,0.8656684756278992,0.31158721446990967,0.2934578113675017,0.4763883412774939
06921200,0.0572554270612204,0.6483529806137085,0.33701032400131226,0.288443502536284,0.4869242427652854
07142300,0.0867916780002227,0.2288200855255127,0.1770738959312439,0.24950609908317017,0.4763556817542111
07195800,0.0482364215180522,0.6347517967224121,0.466488242149353,0.2743167485741214,0.4849609537065015
07263295,0.0310455107281904,0.6587767601013184,0.5612988471984863,0.3183295845807622,0.43959187436975683
07335700,0.0430162960741129,0.5819456577301025,0.25707656145095825,0.3356728759505156,0.4284287790396063
08066200,0.0023206818433828,0.632623016834259,0.14995169639587402,0.27456262616643373,0.4546252525210702
08086212,0.0131862313964449,0.3618999123573303,0.1491943597793579,0.28528483148054895,0.5299034729389238
08109700,0.0051361625387599,0.6825883388519287,0.33202844858169556,0.24830787677465177,0.4893394041994208
08164600,0.0008978831137086,0.7506457567214966,0.14365428686141968,0.28074061283088375,0.44170926433875646
