basin,n_peaks,peak_mag_rel,peak_timing_abs,peak_shape_corr_med,n_wy,viol_adv,viol_clean,rc_adv_med,rc_clean_med,frac_snow,runoff_ratio
04057800,25,-0.26871615648269653,0.0,0.9731094501958295,10,0.0,0.0,0.36534371972084045,0.39835596084594727,0.334246736484748,0.424989952385626
04059500,19,-0.2277963012456894,0.0,0.9370028858659047,10,0.0,0.0,0.40711212158203125,0.30142682790756226,0.235319790957285,0.302179075220792
04063700,20,-0.3240162432193756,0.0,0.9737491021376624,10,0.0,0.0,0.20089155435562134,0.2781245708465576,0.211966109984869,0.288440942154032
04074950,19,-0.2954464852809906,0.0,0.9797100150835688,10,0.0,0.0,0.2771753966808319,0.352582186460495,0.203272983314769,0.347895638171459
04105700,40,-0.26434676349163055,0.0,0.9926607621366483,10,0.0,0.0,0.2843758761882782,0.3650217652320862,0.154578943663624,0.383119735420767
04115265,72,-0.2778828889131546,0.0,0.9910385930603307,10,0.0,0.0,0.254613995552063,0.3111236095428467,0.17692366303836,0.33059407190318
04122200,36,-0.33490854501724243,0.0,0.9773328126216563,10,0.0,0.0,0.2954918146133423,0.4008582830429077,0.175430988197981,0.39950177752423
04122500,28,-0.34954510629177094,0.0,0.9635514316809948,10,0.0,0.0,0.3259914219379425,0.43224823474884033,0.184317913063151,0.415061023634434
04127918,35,-0.43480002880096436,1.0,0.9377035833426738,10,0.0,0.0,0.2518317699432373,0.3544938564300537,0.290254060373262,0.337654403559097
04127997,57,-0.22331951558589935,0.0,0.9900963646130838,10,0.0,0.0,0.34370091557502747,0.4241616725921631,0.268061615104673,0.425966244779828
04161580,42,-0.5153045952320099,1.0,0.9774018609336974,10,0.0,0.0,0.1246008425951004,0.2216273546218872,0.157673147023086,0.258276625088651
04185000,29,-0.3024013340473175,0.0,0.9815552386832462,10,0.0,0.0,0.37697863578796387,0.3710433840751648,0.125203448992686,0.351521655299214
04196800,51,-0.19673103094100952,0.0,0.9686350965956012,10,0.0,0.0,0.4385871887207031,0.3065245747566223,0.099311648741759,0.340026418959367
04197100,50,-0.10659181326627731,0.0,0.9681468474618153,10,0.0,0.0,0.2557219862937927,0.3276507258415222,0.111863760810241,0.336741936255887
04197170,63,0.11416506767272949,0.0,0.9747707669056292,10,0.0,0.0,0.5030605792999268,0.33445554971694946,0.10758495614117,0.315298225044258
04213000,63,0.1283324956893921,0.0,0.9604189739908542,10,0.0,0.0,0.8110058903694153,0.6093897819519043,0.162227338465539,0.50304305092457
04213075,66,0.0694897472858429,0.0,0.9793856783833914,10,0.1,0.0,0.8076484203338623,0.6521050930023193,0.160655070848624,0.450833381368717
04216418,58,0.08572820574045181,0.0,0.9776156555405253,10,0.0,0.0,0.6169385313987732,0.49230217933654785,0.225393876789264,0.468583425480484
04221000,49,-0.17257213592529297,0.0,0.962229587795298,10,0.0,0.0,0.46444618701934814,0.47848570346832275,0.207214753166224,0.412810161427718
04224775,51,-0.29783883690834045,0.0,0.9795542984440553,10,0.0,0.0,0.3690699338912964,0.40063387155532837,0.204650190587357,0.387613118562088
04233000,50,-0.04081378970295191,0.0,0.9775161918119601,10,0.0,0.0,0.4377051591873169,0.39395737648010254,0.169532329377697,0.408263663878544
04256000,48,-0.03593376441858709,0.0,0.9832229050299852,10,0.0,0.0,0.6820138692855835,0.6345208287239075,0.279703584506989,0.622837240319837
04296000,39,-0.20264366269111633,0.0,0.9848114054980548,10,0.0,0.0,0.5474585294723511,0.5120894312858582,0.273317826422307,0.508458434659509
05057200,14,-0.6962532103061676,0.0,0.7807418281171548,10,0.0,0.0,0.026367029175162315,0.04433443397283554,0.141789208175196,0.043455554821798
05120500,13,-0.6202192902565002,1.0,0.9118975786884225,10,0.0,0.0,0.027434322983026505,0.023615945130586624,0.19176626992326,0.0308026779103898
05291000,30,-0.2838628888130188,0.0,0.9757259504692006,10,0.0,0.0,0.15799662470817566,0.10472432523965836,0.148874500915531,0.125753255211332
05362000,37,-0.32246747612953186,0.0,0.982034924867305,10,0.0,0.0,0.3280004858970642,0.3653857111930847,0.174430982504896,0.350440439835209
05393500,41,-0.41301241517066956,0.0,0.9755878375562962,10,0.0,0.0,0.5384044647216797,0.502156138420105,0.19616986570515,0.412614012039464
05399500,46,0.44666391611099243,0.0,0.9815781058657982,10,0.0,0.0,0.5467622876167297,0.3631665110588074,0.156958255923397,0.301201873238836
05408000,55,0.380264014005661,0.0,0.9868607425196322,10,0.0,0.0,0.34504520893096924,0.2623944878578186,0.140156645371,0.270848865079002
05413500,44,0.222164586186409,0.0,0.9850621377946212,10,0.0,0.0,0.3561033606529236,0.24433866143226624,0.124159245932601,0.259326968078722
05414000,36,0.8283742368221283,0.0,0.9473616496653288,10,0.0,0.0,0.42730504274368286,0.24252291023731232,0.123542293769616,0.269881682636223
05444000,40,-0.4382929354906082,0.0,0.953557179390419,10,0.0,0.0,0.21318736672401428,0.27882206439971924,0.113352332875094,0.294420237029639
