basin,D_exact_moment,nse_clean,nse_adv,D_lp_exp2,D_stat_exp2,whole_mean_abs_max,whole_std_rel_max,max_abs_delta,eps_excess_max,eps_excess_frac,physical_excess_max,physical_excess_frac_max
01031500,0.4141175150871277,0.818418562412262,0.4043010473251343,0.5514949560165405,0.34786009788513184,5.960464477539063e-08,1.3189760750265123e-07,0.15055805444717407,0.05055805295705795,0.34618720412254333,0.3516702651977539,0.19280795753002167
01057000,0.4528530240058899,0.8319109082221985,0.3790578842163086,0.5118049383163452,0.4204598069190979,2.9802322387695312e-08,1.5436260980550287e-07,0.14838886260986328,0.04838886111974716,0.39255291223526,5.2794189453125,0.284366250038147
01137500,0.4224522113800049,0.6937626600265503,0.2713104486465454,0.4745599627494812,0.39490193128585815,5.960464477539063e-08,8.256589012489712e-08,0.1286705732345581,0.028670571744441986,0.4015812277793884,0.1618669033050537,0.16934455931186676
01162500,0.45071858167648315,0.789359986782074,0.3386414051055908,0.5027358531951904,0.4071148633956909,2.9802322387695312e-08,8.035419796215137e-08,0.21373844146728516,0.11373843997716904,0.3706197440624237,1.487548828125,0.2830910384654999
01195100,0.30389827489852905,0.5549538731575012,0.25105559825897217,0.3464638590812683,0.2785191535949707,8.940696716308594e-08,1.1541545319460056e-07,0.1692126989364624,0.06921269744634628,0.3564906716346741,0.14124321937561035,0.2892119288444519
01365000,0.33581042289733887,0.7653586268424988,0.4295482039451599,0.39388686418533325,0.2727392911911011,1.4901161193847656e-08,7.983666705513315e-08,0.13841846585273743,0.03841846436262131,0.34047436714172363,0.267230749130249,0.23335884511470795
01423000,0.35676515102386475,0.8028198480606079,0.44605469703674316,0.39677590131759644,0.32992058992385864,2.9802322387695312e-08,1.5234736849834007e-07,0.23325538635253906,0.13325539231300354,0.36674317717552185,0.121551513671875,0.22953328490257263
01440400,0.609679102897644,0.7043428421020508,0.09466373920440674,0.7582131624221802,0.536547839641571,1.4901161193847656e-08,7.53834612510218e-08,0.13695383071899414,0.03695382922887802,0.326702356338501,0.25704312324523926,0.2512114346027374
01491000,0.33348995447158813,0.7232059836387634,0.3897160291671753,0.4217594265937805,0.2923058867454529,2.9802322387695312e-08,1.3288882882989128e-07,0.15197992324829102,0.051979921758174896,0.34950268268585205,0.28672289848327637,0.23871462047100067
01539000,0.4521041512489319,0.8000116348266602,0.34790748357772827,0.5439343452453613,0.40466630458831787,1.4901161193847656e-08,1.3132799381310178e-07,0.13382694125175476,0.03382693976163864,0.38551390171051025,0.23530316352844238,0.2685539424419403
01545600,0.42046260833740234,0.7874879837036133,0.36702537536621094,0.4224715232849121,0.37357014417648315,2.9802322387695312e-08,1.6713757133857143e-07,0.1480262279510498,0.048026226460933685,0.38066819310188293,0.17490458488464355,0.2660035789012909
01552000,0.3391854166984558,0.6726281046867371,0.33344268798828125,0.36970049142837524,0.31406164169311523,5.960464477539063e-08,8.225867276223653e-08,0.20531463623046875,0.10531463474035263,0.36194849014282227,0.055806636810302734,0.29966846108436584
01580000,0.32999664545059204,0.6682472229003906,0.3382505774497986,0.3617044687271118,0.30770671367645264,2.9802322387695312e-08,6.803097818419701e-08,0.2375020980834961,0.13750210404396057,0.3379240036010742,0.0352022647857666,0.36444786190986633
01596500,0.4457220435142517,0.6208688020706177,0.17514675855636597,0.5006696581840515,0.4151201844215393,2.2351741790771484e-08,7.828044346069873e-08,0.1692028045654297,0.06920280307531357,0.414078027009964,0.21950411796569824,0.24764090776443481
01634500,0.4917827844619751,0.5649744272232056,0.07319164276123047,0.5830193758010864,0.4417364001274109,1.1641532182693481e-08,6.866343937872443e-08,0.1574544906616211,0.057454489171504974,0.3473093509674072,0.24817943572998047,0.27518489956855774
01666500,0.3843015432357788,0.6280423998832703,0.24374085664749146,0.4422842264175415,0.32662761211395264,2.9802322387695312e-08,7.355994569024915e-08,0.18245315551757812,0.082453154027462,0.37271103262901306,0.2281196117401123,0.23335884511470795
02013000,0.3865543007850647,0.773804783821106,0.38725048303604126,0.40421879291534424,0.3498499393463135,1.4901161193847656e-08,1.5508717865486688e-07,0.17045211791992188,0.07045211642980576,0.4177505671977997,0.1690990924835205,0.25988268852233887
02018000,0.28863853216171265,0.7710499167442322,0.48241138458251953,0.3329026699066162,0.25364136695861816,7.450580596923828e-09,7.067612983746585e-08,0.21685504913330078,0.11685504764318466,0.3514919579029083,0.08774995803833008,0.2858964502811432
02046000,0.528189480304718,0.5314111113548279,0.0032216310501098633,0.7512496709823608,0.42018455266952515,5.960464477539063e-08,1.4073317800011864e-07,0.13929295539855957,0.03929295390844345,0.36026522517204285,0.27330541610717773,0.2634532153606415
02056900,0.37649601697921753,0.7507181167602539,0.3742220997810364,0.47120118141174316,0.32855862379074097,2.9802322387695312e-08,0.0,0.15142130851745605,0.051421307027339935,0.3365978002548218,0.21631503105163574,0.2938026189804077
02070000,0.5231597423553467,0.6572259664535522,0.13406622409820557,0.6109707355499268,0.4350965619087219,5.960464477539063e-08,0.0,0.14023399353027344,0.04023399204015732,0.39245089888572693,0.23266911506652832,0.25631216168403625
02092500,0.21561074256896973,0.8649614453315735,0.6493507027626038,0.3032999634742737,0.1804082989692688,1.1920928955078125e-07,2.0640085551804077e-07,0.13326072692871094,0.03326072543859482,0.3809742331504822,0.20687317848205566,0.284366250038147
02111500,0.5432707071304321,0.47177207469940186,-0.07149863243103027,0.5981293320655823,0.5073273777961731,7.450580596923828e-09,1.0990409293754055e-07,0.17177772521972656,0.07177772372961044,0.3661820888519287,0.1404869556427002,0.23871462047100067
02128000,0.25058865547180176,0.5647163391113281,0.31412768363952637,0.27637213468551636,0.2329537272453308,5.960464477539063e-08,7.772144527962155e-08,0.17449378967285156,0.07449378818273544,0.4049476981163025,0.16283369064331055,0.2938026189804077
02149000,0.3833574652671814,0.7254969477653503,0.34213948249816895,0.409004807472229,0.3458772301673889,2.9802322387695312e-08,7.297514059700916e-08,0.2078533172607422,0.10785331577062607,0.38587093353271484,0.11939454078674316,0.2624330520629883
02196000,0.1897110939025879,0.7753556966781616,0.5856446027755737,0.21147197484970093,0.16024941205978394,1.4901161193847656e-08,1.0828311758359632e-07,0.41123008728027344,0.3112300932407379,0.30497321486473083,0.0786123275756836,0.30094364285469055
02216180,0.1335890293121338,0.7440296411514282,0.6104406118392944,0.16893011331558228,0.1168622374534607,2.2351741790771484e-08,7.614665520350172e-08,0.2655181884765625,0.16551819443702698,0.29507777094841003,0.0822134017944336,0.3119102418422699
02296500,0.4228658080101013,0.8054134845733643,0.38254767656326294,0.5212242007255554,0.3886447548866272,1.1920928955078125e-07,6.483255532430121e-08,0.15920430421829224,0.05920430272817612,0.3849528133869171,0.20622849464416504,0.2619229853153229
02299950,0.2388285994529724,0.5055227279663086,0.2666941285133362,0.25163930654525757,0.19524645805358887,7.450580596923828e-09,1.172767269963515e-07,0.3480052947998047,0.24800530076026917,0.2788064181804657,0.08487987518310547,0.2626881003379822
02361000,0.0569995641708374,0.5764658451080322,0.5194662809371948,0.08149540424346924,0.049056172370910645,1.1920928955078125e-07,1.1809749622671006e-07,0.29381370544433594,0.19381371140480042,0.2981892228126526,0.052274227142333984,0.2660035789012909
02374500,0.3205385208129883,0.7845419645309448,0.46400344371795654,0.3628465533256531,0.2979879379272461,5.960464477539063e-08,1.1391121290671435e-07,0.18392372131347656,0.08392371982336044,0.3892374336719513,0.2291245460510254,0.25860750675201416
02427250,0.25911664962768555,0.8103511333465576,0.5512344837188721,0.2897478938102722,0.237840473651886,5.960464477539063e-08,7.498493204138867e-08,0.16332626342773438,0.06332626193761826,0.369344562292099,0.18573641777038574,0.2705942392349243
02465493,0.22741860151290894,0.8311396241188049,0.603721022605896,0.2667103409767151,0.21344321966171265,1.1920928955078125e-07,2.024541458922613e-07,0.1330775022506714,0.03307750076055527,0.3685794472694397,0.14538908004760742,0.2935475707054138
02479300,0.14215201139450073,0.7321171760559082,0.5899651646614075,0.1516200304031372,0.13050901889801025,1.1920928955078125e-07,1.0830056851318659e-07,0.22432422637939453,0.12432422488927841,0.39642947912216187,0.16382956504821777,0.2473858743906021
03011800,0.538776159286499,0.6881811618804932,0.14940500259399414,0.6373018622398376,0.45811909437179565,5.960464477539063e-08,8.35082403227716e-08,0.13618913292884827,0.03618913143873215,0.3579188883304596,0.2517549991607666,0.19663351774215698
03049000,0.4474724531173706,0.684099555015564,0.23662710189819336,0.4818429946899414,0.405176043510437,1.4901161193847656e-08,7.429969173244899e-08,0.17023086547851562,0.0702308639883995,0.41096657514572144,0.15066123008728027,0.25605714321136475
03076600,0.46484583616256714,0.6465710401535034,0.18172520399093628,0.5032970309257507,0.4255267381668091,1.4901161193847656e-08,7.693824244370262e-08,0.17012596130371094,0.07012595981359482,0.4180566072463989,0.17300987243652344,0.20555980503559113
