basin,D_record,D_exp2,D_abs_diff_vs_exp2,whole_mean_abs_max,whole_std_rel_max,whole_corr_abs_max,whole_corr_abs_median,delta_abs_p50,delta_abs_p90,delta_abs_p99,rolling_mean_abs_p50,rolling_mean_abs_p90,rolling_mean_abs_p99,rolling_mean_abs_max,rolling_std_rel_p50,rolling_std_rel_p90,rolling_std_rel_p99,rolling_std_rel_max,rolling_corr_abs_p50,rolling_corr_abs_p90,rolling_corr_abs_p99,rolling_corr_abs_max
01134500,0.4560396671295166,0.45589888095855713,0.00014078617095947266,0.01416254292216814,0.0038198563965291246,0.027120404255476904,0.00985578904904194,0.0860244631767273,0.10000002384185791,0.10000002384185791,0.021102203787476848,0.0434208047086442,0.06387353566178568,0.07677596310774487,0.011998887240419668,0.03857262975382682,0.06345368741483176,0.09013442762608086,0.016347798295054505,0.05096401907683912,0.08050747939306052,0.08957597095198366
01137500,0.3949218988418579,0.39490193128585815,1.996755599975586e-05,0.009359687505001546,0.004531092830938782,0.009041107266245962,0.005775330768814174,0.09559357166290283,0.10000002384185791,0.10000002384185791,0.02354616721126218,0.049307219049444906,0.07049847718300645,0.08180934430824385,0.013231543951655942,0.0378213609984605,0.0603561733807337,0.09081115269590605,0.01428374788141712,0.04456437750902302,0.07082740756655802,0.10849231206088536
01139000,0.47236543893814087,0.4723469614982605,1.8477439880371094e-05,0.009011449071406955,0.0057497467984256164,0.04294606593162184,0.029972740956063393,0.09246611595153809,0.10000002384185791,0.10000002384185791,0.021023155652262544,0.05238529316805024,0.06644132981780504,0.07202153840550671,0.018486927545432887,0.04670407977224684,0.06611471127736196,0.08599673389013052,0.024867310784752503,0.07486143390358337,0.10937846484286275,0.12631331026618278
01139800,0.38912391662597656,0.38915449380874634,3.057718276977539e-05,0.009527605351415011,0.0034504311789387673,0.01999271763285196,0.01190414853948453,0.08813446760177612,0.10000002384185791,0.10000002384185791,0.017528938267518,0.040584603575644744,0.0553319263720402,0.060225007434686006,0.020618485556244456,0.04063490765188519,0.06783070067752293,0.08434472088734088,0.018023086059266474,0.05297815425189049,0.09449661322626346,0.11225535331779803
01142500,0.4253876209259033,0.4253085255622864,7.909536361694336e-05,0.009929727467698074,0.004795210009530442,0.00833392706590208,0.004531411582027842,0.09801070392131805,0.10000002384185791,0.10000002384185791,0.03003131062896161,0.06430699505739744,0.08331524907549223,0.08997720317156227,0.01769446515567062,0.04781922434770267,0.06665617384109931,0.09215946094312592,0.01692981068559079,0.055807152763818944,0.07940451853722563,0.10207937608859097
01144000,0.3621188998222351,0.36197006702423096,0.0001488327980041504,0.015634410407273508,0.006562292028547925,0.023828348913276398,0.009932620560213379,0.08427989482879639,0.10000002384185791,0.10000002384185791,0.020751607480148468,0.044103482889908285,0.06894171173484237,0.08669020053413182,0.013127936591608026,0.04432281651625487,0.0731756853770034,0.0946170906318178,0.01476389477329787,0.042928673521415314,0.0692625492738429,0.08789158041457677
01162500,0.4072641134262085,0.4071148633956909,0.00014925003051757812,0.010633656832996876,0.005473339397137011,0.021920677378639675,0.011976362157165285,0.09210753440856934,0.10000002384185791,0.10000002384185791,0.027478022418088374,0.05712755637036432,0.08276561057126086,0.08672252355350396,0.01733166516909034,0.0403659851409794,0.06421818396836006,0.0853780514169625,0.019711178111267387,0.04635704905819352,0.07184390062624696,0.1051972278840379
01169000,0.41202062368392944,0.41198331117630005,3.731250762939453e-05,0.01583264470271418,0.0025968030033086615,0.02220962218164424,0.007593326744797388,0.07631462812423706,0.10000002384185791,0.10000002384185791,0.022477306335888514,0.0429963512691083,0.07887790423852427,0.0844034702689559,0.009298126069938769,0.029928544773294256,0.052104375869234,0.08380813914094924,0.01125164971974362,0.043487383489452136,0.06819818178659615,0.08888616865612498
01170100,0.4353260397911072,0.43536800146102905,4.1961669921875e-05,0.014925771718524113,0.002520922549829446,0.019648373358684412,0.009106361200230673,0.09343170374631882,0.10000002384185791,0.10000002384185791,0.02651525208795512,0.04869675119993866,0.0734150388174587,0.07463933494355945,0.012468854298603758,0.04054385593193173,0.06362025588477149,0.09226830709593214,0.013570164959592443,0.04614029349071376,0.06921879089135263,0.08356219350472915
01181000,0.3964574337005615,0.39641129970550537,4.6133995056152344e-05,0.015020355486278482,0.003513918891790475,0.04507466278638972,0.0060279623262988885,0.06874215602874756,0.10000002384185791,0.10000002384185791,0.017943119395662233,0.04242035586248941,0.06366303664763216,0.07639504322023304,0.011216746412605762,0.03603537148337542,0.06081292933352162,0.07274553938881702,0.012324733543092662,0.05966870140988778,0.0851582262521131,0.11275367713676696
01187300,0.30755746364593506,0.3074790835380554,7.838010787963867e-05,0.008563384325123588,0.00525597917284928,0.013737859287482453,0.006082071563780572,0.08972609043121338,0.10000002384185791,0.10000002384185791,0.029122476804035652,0.057315482971844856,0.07481331662447363,0.07882222489074425,0.012901414430754665,0.04273808347391191,0.06259504273714692,0.0681495896841612,0.014259997434280705,0.040772009465512626,0.06665309268463543,0.08177319993106703
01195100,0.27854347229003906,0.2785191535949707,2.4318695068359375e-05,0.010440631212609144,0.0030481179606448574,0.027094685073559326,0.012340686206113005,0.09377351403236389,0.10000002384185791,0.10000002384185791,0.024099802474180858,0.05747935964553446,0.0709324528638411,0.08184688723197689,0.016858781595336082,0.040211295766157944,0.058984393320864685,0.07454317524689352,0.017829211780690402,0.05041648389006355,0.07623035051451298,0.11524723575208437
01333000,0.4530530571937561,0.4529457688331604,0.00010728836059570312,0.015272993953540842,0.003312010324076411,0.01611348618466618,0.005857036562400705,0.07452505826950073,0.10000002384185791,0.10000002384185791,0.020480420923343415,0.043251105701481836,0.06248294501392937,0.07457759194076062,0.0132475097983267,0.03476584510149279,0.05333931669701575,0.06441740445679309,0.01214947456081062,0.037902579263806566,0.05601808256482061,0.07693041874262099
01350000,0.3281477689743042,0.32804030179977417,0.0001074671745300293,0.007331259372422995,0.005579654660069232,0.020891714752511677,0.012938326438132634,0.0933106541633606,0.10000002384185791,0.10000002384185791,0.027330331666464047,0.054442903374632236,0.07011405533110654,0.07450716412729687,0.01730339976530388,0.04556227143569777,0.07029128746220954,0.1020986564331221,0.01827971277930332,0.05307524366668223,0.07973730738449826,0.09617790656813091
01350080,0.30721718072891235,0.30725497007369995,3.7789344787597656e-05,0.010529694602262055,0.006465645112416989,0.00952987250260938,0.0080639980216195,0.095833420753479,0.10000002384185791,0.10000002384185791,0.02708796996071383,0.05281257493076504,0.06784527079816219,0.0785523173985658,0.020215772852187182,0.052702435429451626,0.06581485744670694,0.07443426709614083,0.019267287869002947,0.0552294623506599,0.08261564466549326,0.12216179532729549
01350140,0.47550147771835327,0.47542107105255127,8.040666580200195e-05,0.014901185649556638,0.004466799985045415,0.00933984903887039,0.0057421014262813985,0.07696357369422913,0.10000002384185791,0.10000002384185791,0.02474250558901714,0.047043164929857995,0.058915105727811654,0.07723228180849998,0.015734201494173032,0.04323757058074087,0.056888695450882515,0.06446758440817776,0.014067871696654508,0.047334786905030846,0.06621585674671066,0.08079458016322208
01365000,0.272710382938385,0.2727392911911011,2.8908252716064453e-05,0.01539428436497331,0.0031092756090754254,0.015515130264818211,0.007885283961088785,0.07989007234573364,0.10000002384185791,0.10000002384185791,0.023333660547656045,0.04103194348376107,0.052642362473187626,0.07249007968714943,0.012926195157444913,0.03987636622593434,0.05759313761032091,0.07575134686179252,0.011793116910239668,0.03843886605467299,0.05915461947554353,0.0704017108341014
01411300,0.19159919023513794,0.1915401816368103,5.900859832763672e-05,0.01218936538090512,0.005844602670659691,0.020331071020583735,0.007857187907003944,0.05055224895477295,0.10000002384185791,0.10000002384185791,0.030414364597311727,0.05875944248642087,0.09477251094800454,0.09736412291725477,0.00566908587879343,0.025604111991561953,0.0468777052638636,0.05798495264529595,0.014697788990870708,0.038232299441419856,0.06056467806617384,0.0853787066677276
01413500,0.34445714950561523,0.34446632862091064,9.179115295410156e-06,0.007462371253303745,0.0026197979718394705,0.009580623923883813,0.0055174205257921966,0.09748852252960205,0.10000002384185791,0.10000002384185791,0.021009502559900278,0.048292292022594774,0.08156854157646498,0.0846225423393426,0.019676596882284368,0.05637991432657164,0.075101260117846,0.09147407487513709,0.014915379984087276,0.04738889165870013,0.0700810273085755,0.09429061020478356
01414500,0.3427712321281433,0.3426189422607422,0.00015228986740112305,0.010290189299165246,0.0024487924514515233,0.00848564561612622,0.0032039106089980507,0.09496000409126282,0.10000002384185791,0.10000002384185791,0.02940387957625923,0.053640862090720075,0.07774574045947305,0.08454395179395323,0.015397429551371612,0.04636106103149401,0.06829819541932962,0.07630548930439324,0.013945594492478425,0.04339808143986791,0.06582047653474549,0.08476595563536676
01415000,0.3633463382720947,0.363486647605896,0.00014030933380126953,0.006628471955270332,0.005150821236638858,0.018984650101323663,0.007150740150839829,0.09320049732923508,0.10000002384185791,0.10000002384185791,0.025305079861923502,0.05782995871923588,0.06874369509794094,0.07175043548146881,0.0185372727693913,0.04406264310969988,0.06668632225507355,0.07614285358784734,0.0195979979982622,0.05415632674479362,0.0815498873817501,0.13918243921691995
01423000,0.3299170136451721,0.32992058992385864,3.5762786865234375e-06,0.007157189583890888,0.005806006852000174,0.03615705973843453,0.004982776902746663,0.09029754996299744,0.10000002384185791,0.10000002384185791,0.021711772790661582,0.04991789857546486,0.07159597201065886,0.0771839624546744,0.015857929753173208,0.03739513756096234,0.05636574867351219,0.07235845826625893,0.018200213643653207,0.061145300437859235,0.08684990466861131,0.10644768086767324
01434025,0.3035650849342346,0.30496054887771606,0.0013954639434814453,0.01003082267307287,0.0026817626712965937,0.007873952834035247,0.005319999264149236,0.09507507085800171,0.10000002384185791,0.10000002384185791,0.025358015933522472,0.05399441220970069,0.07113172527816558,0.07659142039440296,0.01479993181751044,0.041681393492536384,0.05734968021247615,0.07022106284962076,0.01154010010652858,0.038411018520756665,0.06933976298648402,0.08956148098525768
01435000,0.24419164657592773,0.24419325590133667,1.6093254089355469e-06,0.0072431258363917644,0.004463340639495781,0.012873823929208994,0.009191920320930518,0.0922389030456543,0.10000002384185791,0.10000002384185791,0.021907530380068003,0.05046997617309293,0.07164318702563091,0.075485461536381,0.01484358087102938,0.044130846662816005,0.06417205562519443,0.07959107878162075,0.010935299254988512,0.03671492308116221,0.06694240843918187,0.08558810742685144
01439500,0.5136145949363708,0.5137041807174683,8.958578109741211e-05,0.009532954368537952,0.004621841799199856,0.006862973149185936,0.004139786300105433,0.0985417366027832,0.10000002384185791,0.10000002384185791,0.024957173276278694,0.05631596428790578,0.08217881931750863,0.08706344015620372,0.018822155548871247,0.04492050393187379,0.06632672297915783,0.07189279652338318,0.015848364231795503,0.049403331931913826,0.07785914885982531,0.1059277422229833
01440000,0.4155815839767456,0.415610134601593,2.855062484741211e-05,0.005852239395025521,0.004024041793017925,0.023740236922241642,0.010619334046879446,0.09494543075561523,0.10000002384185791,0.10000002384185791,0.030621262460395142,0.06500755854502871,0.08146732785194005,0.08661796205021717,0.018110349866494874,0.04283573227479674,0.05559554906163111,0.07783375180063665,0.01737626585133839,0.05109936732803533,0.07604970957136022,0.0873511038321981
01440400,0.5366278886795044,0.536547839641571,8.004903793334961e-05,0.014048665378587614,0.00298856555253464,0.008339971219226167,0.003740116409923555,0.08540189266204834,0.10000002384185791,0.10000002384185791,0.02190773387749989,0.042403093265300534,0.057871779914255496,0.06553636662386082,0.01688817511731776,0.04087044998048035,0.057924497320325695,0.07030702757781362,0.011380930772001585,0.048280302835050797,0.07410315028033738,0.09304218074193128
01451800,0.2521439790725708,0.2521411180496216,2.86102294921875e-06,0.005872518893020623,0.006367736839543213,0.03141318791166314,0.01295906663875511,0.0919179916381836,0.10000002384185791,0.10000002384185791,0.02716050957915961,0.05922368732453498,0.08924960648130487,0.09609415837460097,0.015329107214381786,0.03485637484382787,0.05297466613125468,0.06505656458983566,0.017906173034849426,0.05561110244365536,0.08284412148236113,0.1110512046539433
