basin,D_exact_moment,nse_clean,nse_adv,D_lp_exp2,D_stat_exp2,whole_mean_abs_max,whole_std_rel_max,max_abs_delta,eps_excess_max,eps_excess_frac,physical_excess_max,physical_excess_frac_max
01022500,0.36665409803390503,0.7718266248703003,0.40517252683639526,0.4103848338127136,0.3253735899925232,5.960464477539063e-08,7.146984160044667e-08,0.1570281982421875,0.05702819675207138,0.37725070118904114,0.18033790588378906,0.2690640091896057
01055000,0.35561543703079224,0.6876212358474731,0.3320057988166809,0.4648701548576355,0.3166731595993042,9.313225746154785e-09,8.570670928520485e-08,0.13494715094566345,0.03494714945554733,0.3514919579029083,0.2430875301361084,0.23769447207450867
01134500,0.5166759490966797,0.7580877542495728,0.24141180515289307,0.7183617949485779,0.45589888095855713,2.9802322387695312e-08,2.2376919162070408e-07,0.1465606689453125,0.04656066745519638,0.33644476532936096,0.3198819160461426,0.18464677035808563
01144000,0.36226290464401245,0.8269900679588318,0.46472716331481934,0.5760058164596558,0.36197006702423096,1.4901161193847656e-08,8.750271973667623e-08,0.1575995683670044,0.057599566876888275,0.35888803005218506,6.24725341796875,0.2458556443452835
01187300,0.3352698087692261,0.7423389554023743,0.4070691466331482,0.36403411626815796,0.3074790835380554,2.9802322387695312e-08,1.0935389127553208e-07,0.21167945861816406,0.11167945712804794,0.36332568526268005,0.1270604133605957,0.2950778007507324
01350140,0.5787062644958496,0.554563045501709,-0.024143218994140625,0.76105797290802,0.47542107105255127,2.9802322387695312e-08,1.3262265952107555e-07,0.13838809728622437,0.038388095796108246,0.3447079658508301,0.26702165603637695,0.20555980503559113
01415000,0.3928508162498474,0.7569281458854675,0.3640773296356201,0.4382188320159912,0.363486647605896,3.725290298461914e-09,6.352259163122653e-08,0.27762699127197266,0.17762699723243713,0.3634786903858185,0.09251093864440918,0.25529202818870544
01440000,0.4453240633010864,0.7374321222305298,0.29210805892944336,0.4723582863807678,0.415610134601593,8.381903171539307e-09,6.556091847187417e-08,0.19185829162597656,0.09185829013586044,0.37419024109840393,0.08517289161682129,0.2861514985561371
01487000,0.4031027555465698,0.8266141414642334,0.4235113859176636,0.8006287217140198,0.2591589689254761,2.9802322387695312e-08,1.2979052144146408e-07,0.15381550788879395,0.053815506398677826,0.32134658098220825,0.2938117980957031,0.2685539424419403
01532000,0.27637529373168945,0.5338141918182373,0.25743889808654785,0.3034473657608032,0.25395238399505615,2.9802322387695312e-08,8.447951671541887e-08,0.23855304718017578,0.13855305314064026,0.36903849244117737,0.20377612113952637,0.25274166464805603
01544500,0.3324916958808899,0.8017406463623047,0.4692489504814148,0.3585606813430786,0.3093875050544739,1.4901161193847656e-08,8.391830164100611e-08,0.17176389694213867,0.07176389545202255,0.39489924907684326,0.1323707103729248,0.25962764024734497
01550000,0.28759604692459106,0.6749495267868042,0.38735347986221313,0.31895071268081665,0.264942467212677,2.9802322387695312e-08,8.229026349226842e-08,0.19861316680908203,0.09861316531896591,0.37852588295936584,0.12291789054870605,0.2884468138217926
01568000,0.4151129126548767,0.6415245532989502,0.2264116406440735,0.4834524393081665,0.3742179274559021,2.9802322387695312e-08,1.3432006085167814e-07,0.17847537994384766,0.07847537845373154,0.35633766651153564,0.27340149879455566,0.25529202818870544
01594950,0.39796149730682373,0.7025479078292847,0.30458641052246094,0.4228576421737671,0.37496811151504517,2.9802322387695312e-08,7.003339419497934e-08,0.13449811935424805,0.03449811786413193,0.39943891763687134,0.08073687553405762,0.22978831827640533
01632900,0.713249921798706,0.5497965812683105,-0.1634533405303955,0.9173915386199951,0.6208162307739258,2.9802322387695312e-08,0.0,0.1396007537841797,0.03960075229406357,0.3738842010498047,0.2529590129852295,0.23794950544834137
01664000,0.3703567385673523,0.6885781288146973,0.31822139024734497,0.43270087242126465,0.33730024099349976,2.9802322387695312e-08,7.111775346402283e-08,0.2182331085205078,0.1182331070303917,0.3820453882217407,0.23770546913146973,0.2433052808046341
02011400,0.37974923849105835,0.8612060546875,0.48145681619644165,0.41998839378356934,0.3501861095428467,1.862645149230957e-08,1.4268037773490505e-07,0.16807937622070312,0.068079374730587,0.41530221700668335,1.8929443359375,0.2950778007507324
02017500,0.39836883544921875,0.721656084060669,0.3232872486114502,0.4387668967247009,0.36373937129974365,9.313225746154785e-09,2.1131731386958563e-07,0.19541454315185547,0.09541454166173935,0.3883703052997589,0.10315680503845215,0.27952054142951965
02038850,0.3606345057487488,0.5640077590942383,0.2033732533454895,0.39757972955703735,0.33029401302337646,2.9802322387695312e-08,1.4485807753317204e-07,0.25849437713623047,0.15849438309669495,0.39020657539367676,0.214874267578125,0.2427952140569687
02055100,0.46631258726119995,0.6516194939613342,0.18530690670013428,0.5635086894035339,0.39436399936676025,2.9802322387695312e-08,6.604279434441196e-08,0.14295288920402527,0.04295288771390915,0.34838050603866577,0.29879045486450195,0.25835245847702026
02069700,0.326069712638855,0.7269130349159241,0.4008433222770691,0.35714197158813477,0.2938784956932068,1.1175870895385742e-08,6.840108568439973e-08,0.19128131866455078,0.09128131717443466,0.35317519307136536,0.11385416984558105,0.30400407314300537
02082950,0.1819857954978943,0.5524907112121582,0.3705049157142639,0.1933913230895996,0.15818935632705688,5.960464477539063e-08,2.216217751538352e-07,0.3173675537109375,0.21736755967140198,0.34047436714172363,0.0908355712890625,0.34123948216438293
02111180,0.23661518096923828,0.6275782585144043,0.390963077545166,0.27184373140335083,0.2172703742980957,5.960464477539063e-08,1.0331023503340475e-07,0.17839336395263672,0.0783933624625206,0.3773527145385742,0.20062994956970215,0.23182861506938934
02125000,0.3843954801559448,0.48547792434692383,0.101082444190979,0.4156520366668701,0.3638114333152771,5.960464477539063e-08,1.1615891537530842e-07,0.2015705108642578,0.1015705093741417,0.3820453882217407,0.06483936309814453,0.3172660171985626
02143040,0.2857561707496643,0.6106172800064087,0.3248611092567444,0.29774338006973267,0.2221921682357788,2.2351741790771484e-08,1.1191201565452502e-07,0.24605560302734375,0.14605560898780823,0.3743942677974701,0.03667855262756348,0.3351185917854309
02193340,0.2260919213294983,0.7258784174919128,0.49978649616241455,0.24373281002044678,0.20384424924850464,5.960464477539063e-08,1.1420149093055443e-07,0.26226043701171875,0.16226044297218323,0.35975515842437744,0.12304472923278809,0.3152257204055786
02215100,0.259676992893219,0.6521037220954895,0.3924267292022705,0.2796587347984314,0.1869901418685913,7.450580596923828e-09,1.1330509863682892e-07,0.3617238998413086,0.26172390580177307,0.2890588939189911,0.07554864883422852,0.30145370960235596
02246000,0.19600439071655273,0.748123049736023,0.5521186590194702,0.2268214225769043,0.18189668655395508,1.7881393432617188e-07,1.0154010254836976e-07,0.4002265930175781,0.3002265989780426,0.3506758511066437,0.08700680732727051,0.25197654962539673
02298608,0.18336254358291626,0.7024227976799011,0.5190602540969849,0.2162037491798401,0.15206682682037354,2.384185791015625e-07,3.333605604893819e-07,0.460052490234375,0.3600524961948395,0.2725835144519806,0.08709907531738281,0.18847233057022095
02350900,0.13826316595077515,0.8618989586830139,0.7236357927322388,0.18682944774627686,0.09934234619140625,1.1920928955078125e-07,1.4900700762154884e-07,0.5657215118408203,0.4657215178012848,0.1842387169599533,0.0,0.0
02372250,0.15410637855529785,0.7694461345672607,0.6153397560119629,0.1681133508682251,0.1429552435874939,1.862645149230957e-09,0.0,0.2861614227294922,0.18616142868995667,0.4041826128959656,0.18793535232543945,0.22876816987991333
02415000,0.11084127426147461,0.8266725540161133,0.7158312797546387,0.1404910683631897,0.09301602840423584,5.960464477539063e-08,9.899610375896373e-08,0.37509727478027344,0.2750972807407379,0.3239479660987854,0.06133890151977539,0.3083397150039673
02464360,0.22997570037841797,0.7666195631027222,0.5366438627243042,0.2531024217605591,0.2062622308731079,5.960464477539063e-08,7.826336911875842e-08,0.1440134048461914,0.04401340335607529,0.3868400752544403,0.16240239143371582,0.2950778007507324
02479155,0.12951910495758057,0.6067606210708618,0.47724151611328125,0.14577943086624146,0.1170092225074768,1.1175870895385742e-08,2.2004995514635084e-07,0.34444427490234375,0.24444428086280823,0.37322109937667847,0.12360119819641113,0.25733232498168945
03010655,0.4203798174858093,0.7471541166305542,0.3267742991447449,0.47317618131637573,0.3663429617881775,1.4901161193847656e-08,1.5978423562046373e-07,0.13016271591186523,0.030162714421749115,0.3522570729255676,0.209824800491333,0.24993623793125153
03028000,0.4288560152053833,0.7090960741043091,0.2802400588989258,0.4638226628303528,0.4017755389213562,2.9802322387695312e-08,1.4501458167615056e-07,0.1510334014892578,0.05103339999914169,0.38704410195350647,0.16278934478759766,0.21754655241966248
03070500,0.3793758153915405,0.7867332100868225,0.407357394695282,0.41356468200683594,0.32969069480895996,1.4901161193847656e-08,8.622114222589516e-08,0.1320502758026123,0.032050274312496185,0.40137720108032227,0.1949772834777832,0.17368018627166748
03170000,0.5399636030197144,0.7457536458969116,0.20579004287719727,0.568596601486206,0.49231117963790894,7.450580596923828e-09,1.5090495253389236e-07,0.18687057495117188,0.08687057346105576,0.3839326500892639,0.09529376029968262,0.29788318276405334
03237280,0.6634954810142517,0.3923078179359436,-0.2711876630783081,0.8541834950447083,0.5898445248603821,2.2351741790771484e-08,7.748373320737301e-08,0.13623759150505066,0.03623759001493454,0.35618463158607483,0.252058744430542,0.2705942392349243
03281500,0.23663276433944702,0.8705272674560547,0.6338945031166077,0.31956398487091064,0.20379579067230225,1.4901161193847656e-08,7.178815053521248e-08,0.15578937530517578,0.05578937381505966,0.33567968010902405,0.18558454513549805,0.28003060817718506
03346000,0.2686842083930969,0.8350773453712463,0.5663931369781494,0.3229064345359802,0.2375016212463379,5.960464477539063e-08,7.030836002286378e-08,0.1382383406162262,0.03823833912611008,0.3820453882217407,0.26599955558776855,0.25580209493637085
