basin,NSE,KGE
01134500,0.7062187790870667,0.7040139759131611
01139000,0.7015751600265503,0.8218799102355732
01144000,0.5740246772766113,0.6429537469522829
01181000,0.7068607807159424,0.7667963689301581
01415000,0.6820592284202576,0.758060166647359
01435000,0.6130695343017578,0.5940155567121825
01491000,0.5735664367675781,0.44793380308055686
01542810,0.6184166669845581,0.5672425955849956
01543500,0.7383483648300171,0.6919902218607439
01549500,0.6030775308609009,0.5396197503166789
01567500,0.45722270011901855,0.4875723529343394
01568000,0.6546094417572021,0.6892356074874195
01596500,0.6360336542129517,0.6705079852581195
02015700,0.651958703994751,0.6195597289167353
02051500,0.6750191450119019,0.7404409814310735
02056900,0.6310867071151733,0.6867887603714788
02064000,0.5744174718856812,0.4362177364082962
02070000,0.6561189889907837,0.8048220812027918
02102908,-0.3778848648071289,0.21552378179104448
02112120,0.6495621800422668,0.7878724483599624
02118500,0.6117135286331177,0.8033992812221963
02137727,0.7826374769210815,0.8213735373612284
02143040,0.6455316543579102,0.671998932946301
02177000,0.46142399311065674,0.490146454540735
02196000,0.5724232196807861,0.5508326684276097
02298123,-0.057198524475097656,-0.1779556193127807
02450250,0.792121410369873,0.7435489826589985
02481000,0.6025316715240479,0.4215431650220487
03010655,0.691998302936554,0.7423592619421052
03049000,0.6563318371772766,0.6994652829548216
03050000,0.6829642653465271,0.6162111704586823
03070500,0.7639830708503723,0.7200286712382032
03144000,0.6386035680770874,0.6723355505408888
03180500,0.7560434341430664,0.6861673992534071
03237280,0.4019107222557068,0.5832754811077274
03237500,0.7180773019790649,0.6143166116066041
03280700,0.516464114189148,0.34868138164088147
03340800,0.7157526016235352,0.43578866507649683
03364500,0.7546242475509644,0.8351848529934932
03368000,0.4906429648399353,0.47452446584915164
03479000,0.633867084980011,0.6788670533615186
03500000,0.7410450577735901,0.846877839640264
03500240,0.7262908220291138,0.8538134614561008
04027000,0.7785115838050842,0.8710205112784374
04057800,0.39344388246536255,0.6863187822186996
04127997,-2.3961169719696045,0.17404033238877414
04197170,0.6088861227035522,0.47492545180310886
05414000,0.43800270557403564,0.5257384864694525
05488200,0.5628405809402466,0.5033864469227161
05489000,0.6489874124526978,0.5694614861555574
05593900,0.5675773024559021,0.5338869354996625
05595730,0.6504639387130737,0.5462928762280085
06289000,0.48813819885253906,0.49854805284125614
06291500,0.6211227774620056,0.60959986483203
06332515,0.3515452742576599,0.2482063759869405
06601000,0.32753652334213257,0.41925074807361795
06622700,0.6255887150764465,0.3567678191632714
06623800,0.830290675163269,0.5678052359727368
06632400,0.6778331398963928,0.7422287858439492
06746095,0.1733582615852356,-0.08745167504289064
06878000,0.2519603967666626,0.04165325657925223
06885500,0.679813802242279,0.4891646344368946
07066000,0.5610719919204712,0.564934384866125
07142300,-0.07184553146362305,-0.025740442096194638
07180500,0.5963799357414246,0.6129304569539608
07184000,0.5860881805419922,0.5293049160073167
07291000,0.38712817430496216,0.43971949935181065
08066200,0.37061184644699097,-0.40574111207869
08101000,0.40577036142349243,0.022155565519372256
08104900,0.4878263473510742,0.18192348953226578
08109700,0.4344319701194763,0.4478860839581392
08164300,0.6548797488212585,0.4715573493039993
08165300,-0.4063456058502197,-0.0623129511724112
08198500,0.5348091125488281,0.07897050481470369
08202700,0.4657241106033325,-3.264843320663103
08271000,0.6952036023139954,0.6009249645400689
09035900,0.8222911357879639,0.6033439819846325
09047700,0.5777730941772461,0.7372066581442372
09065500,0.6381869316101074,0.33415747959585107
09066000,0.6812313199043274,0.42995911364212247
09223000,0.7581464052200317,0.6528511320880646
09492400,-0.3331972360610962,-0.35132874689012317
09494000,0.09747880697250366,-0.058484624326642365
09505350,0.5241897106170654,0.4339073523148633
09505800,0.5874289274215698,0.4702129030043468
09510200,0.6573709845542908,0.4663989256081109
10336645,0.6628305912017822,0.4784359939167244
11143000,0.7869148254394531,0.7638553038653796
11176400,0.3533652424812317,0.10266911200525453
11284400,0.7338377833366394,0.6172112842085453
11451100,0.7305312752723694,0.6876219272054842
11473900,0.7091358304023743,0.5987800812633169
11476600,0.7808405160903931,0.8168826094375877
11480390,0.718278169631958,0.605025304596849
11528700,0.5821168422698975,0.5365968475414451
12020000,0.7957736253738403,0.6715530204144706
12048000,-2.448054790496826,-0.4432448985704942
12115000,0.8155602216720581,0.8179748257844677
12175500,0.549487829208374,0.7681521202662936
12411000,0.45283132791519165,0.29378801465013316
12447390,0.43164533376693726,0.5332611630818956
12451000,0.8385527729988098,0.9123210488949989
13011900,0.7979356050491333,0.594781350771329
13331500,0.7009539604187012,0.6776464408854432
14138900,0.8066635131835938,0.7010271136295987
14222500,0.7635119557380676,0.7054171205233662
