basin,NSE,KGE
01047000,0.7800441980361938,0.6391960027637
01057000,0.8109169602394104,0.8075213211274399
01137500,0.7209458351135254,0.7255552994533121
01142500,0.7283307909965515,0.6753759389772653
01169000,0.721954345703125,0.795788808085434
01170100,0.6953034400939941,0.8390590422733244
01187300,0.7403590679168701,0.7564800446289239
01350140,0.5800607204437256,0.6241909053277321
01466500,-3.7764554023742676,-0.774195908030286
01580000,0.664179801940918,0.6543967827802638
01594950,0.6115538477897644,0.6491015029120812
01606500,0.705633282661438,0.7852241103098704
01634500,0.5085208415985107,0.7221773011714026
01644000,0.7506607174873352,0.6148421645438926
01664000,0.727882981300354,0.6848298541226104
01666500,0.4882609248161316,0.4268956000682508
02053200,0.7197350263595581,0.49960092734827577
02074500,0.7217308878898621,0.6721336157749501
02082950,0.4043184518814087,0.49873737969435017
02143000,0.6450985074043274,0.5581713983812395
02202600,0.651552677154541,0.4960259180110351
02212600,0.721095085144043,0.6413071098327174
02221525,0.7206610441207886,0.8041099789754955
02298608,0.5605800747871399,0.35829267981532653
02300700,0.1599348783493042,-0.15496847943648273
02342933,0.6036975383758545,0.4749664896351884
02349900,0.6791146993637085,0.3531785904236139
02350900,0.7832643389701843,0.6059761855610449
02361000,0.48529189825057983,0.36572275022253387
02369800,0.539472222328186,0.42768610093555526
02395120,0.3760448098182678,0.5710265109822166
02415000,0.762298047542572,0.5547735732427052
02430085,0.6472582817077637,0.6483337873213958
02464000,0.7247432470321655,0.5384745710482886
02465493,0.39304226636886597,0.5893925559953254
02472000,0.7707024812698364,0.6465826223757296
02479300,0.5958079695701599,0.492190845207082
02479560,0.6434537172317505,0.5067036721108527
02481510,0.48808544874191284,0.41326335726006413
03011800,0.6768813133239746,0.7856839505164431
03076600,0.6129404306411743,0.7768346516575959
03285000,0.7011125087738037,0.6956392230433308
03471500,0.7579032182693481,0.7500939918420018
04122200,0.701608419418335,0.6756390573170203
04161580,0.5455601215362549,0.7651428413792627
04233000,0.6089813113212585,0.7541672107196082
04256000,0.8002784848213196,0.7628782058775683
05120500,0.4843621850013733,0.5326332474441757
05291000,0.4552791714668274,0.3216561411323763
05444000,0.49484091997146606,0.7463117655163007
05487980,0.7927788496017456,0.6986546295013374
05501000,0.6409556269645691,0.5377503982698331
05593575,0.7430915832519531,0.7405707737719447
06278300,0.5296496152877808,0.4826005200327098
06280300,0.8450309634208679,0.7649978128494425
06352000,0.3215939998626709,0.2818563780115614
06409000,-30.00931739807129,-3.944943575484121
06431500,-2.914854049682617,-0.5307160828524344
06470800,0.2442132830619812,-0.01657189464244424
06477500,0.3501579761505127,0.17124477111946979
06814000,0.6678602695465088,0.6468999470602219
06847900,0.16619491577148438,-0.04081853034979477
06879650,0.27325642108917236,0.41571259466613175
06889200,0.7516978979110718,0.7867718930481206
06906800,0.5449817776679993,0.38692178867781213
06911900,0.7139097452163696,0.6065936308883761
07167500,0.49549269676208496,0.41276462610009623
07195800,0.25787830352783203,0.6350704996378538
07299670,0.5790373086929321,0.7104360959741456
07301410,-6.13811731338501,-1.1712331578156556
08050800,0.2879313826560974,0.2156102140080094
08070000,0.4422498345375061,0.3341212259424261
08086290,0.5248628854751587,0.5456942453374793
08103900,0.5200563073158264,0.6420032142884685
08158700,0.5783597826957703,0.5915676559738654
08158810,0.3455023765563965,0.2904250657777864
08175000,0.6886830925941467,0.6316164504021713
08194200,0.022741496562957764,-0.43164961787335865
08267500,0.5399637222290039,0.5216594627110951
09035800,0.8938493132591248,0.9095173622078095
09066200,0.8259954452514648,0.6931926670210374
09066300,0.774844765663147,0.7471492404440727
09081600,0.7391854524612427,0.48760099708362303
09210500,0.37524956464767456,0.5001533266554256
09312600,0.5896984934806824,0.49574224031297787
09404450,-0.2713397741317749,0.10048842570407812
10234500,0.49681705236434937,0.4419661974258471
11151300,0.07322466373443604,-0.12236848991112792
11230500,0.6144358515739441,0.6785029125293638
11266500,0.722240686416626,0.5629947598900267
11478500,0.8500601053237915,0.8314084355281192
11482500,0.7576991319656372,0.7753203128905027
12013500,0.8108542561531067,0.5993929633717617
12040500,0.8306055665016174,0.7168726002876978
12114500,0.7507041692733765,0.7658071271903373
12144000,0.8391883373260498,0.8358118447620702
12383500,-1.1366417407989502,-0.15157755579222476
13018300,0.6905578374862671,0.784093778973812
13240000,0.6234015822410583,0.8028712133500365
14096850,0.09916621446609497,0.11033072637342267
14185000,0.8767269849777222,0.8911045060892568
14216500,0.689193606376648,0.60584097187825
14301000,0.9093781113624573,0.9468649789500474
14303200,0.8496071100234985,0.8149457343212559
14305500,0.814545214176178,0.6243964720593613
14400000,0.6396621465682983,0.3449889252048296
