basin,NSE,KGE
01134500,0.6480963230133057,0.6992684194778194
01139000,0.7484339475631714,0.7862152798586751
01144000,0.7026786804199219,0.817109796540014
01181000,0.7522526979446411,0.7840172356322901
01415000,0.6657634973526001,0.7276354724451611
01435000,0.5597471594810486,0.46039188741387305
01491000,0.7302859425544739,0.6600080352919273
01542810,0.6433529257774353,0.5971796025886846
01543500,0.7270270586013794,0.7101345774689374
01549500,0.5455293655395508,0.34515426654246806
01567500,0.5018595457077026,0.4780145830477752
01568000,0.6829864978790283,0.5966866334492635
01596500,0.656952977180481,0.6675036490253394
02015700,0.7526949048042297,0.6064993845788129
02051500,0.7025172710418701,0.5908621579538575
02056900,0.6310977935791016,0.45513976524355004
02064000,0.4230056405067444,0.2413004924348896
02070000,0.5621716380119324,0.6526524167394636
02102908,-0.26459991931915283,0.29454424712704275
02112120,0.7046813368797302,0.8526683515216933
02118500,0.6169543266296387,0.5263466750978549
02137727,0.7617976069450378,0.6842421240116346
02143040,0.6982723474502563,0.712689100652925
02177000,0.5411233901977539,0.5204861368079119
02196000,0.5238988399505615,0.515671916895831
02298123,0.5088907480239868,0.5555673557761873
02450250,0.7143846154212952,0.6645698830436381
02481000,0.7273574471473694,0.6656056071049385
03010655,0.6707514524459839,0.6436801870053028
03049000,0.6352987885475159,0.5119977909142044
03050000,0.6353132128715515,0.479422768933057
03070500,0.7760513424873352,0.7417712537402946
03144000,0.6008412837982178,0.4690811684552355
03180500,0.7159910202026367,0.6160351328406168
03237280,0.47769343852996826,0.6804600122242784
03237500,0.7592096328735352,0.6853200178845494
03280700,0.609492301940918,0.5847577760564404
03340800,0.765737771987915,0.7116066713771431
03364500,0.7721885442733765,0.8725969218746463
03368000,0.5732266902923584,0.5854377523509563
03479000,0.6183059215545654,0.5428068496677788
03500000,0.7993648648262024,0.8161449161782957
03500240,0.8208146691322327,0.8143323187335003
04027000,0.746752142906189,0.6780595859777221
04057800,0.5789385437965393,0.6932381547604919
04127997,-0.09878432750701904,0.4961197142673608
04197170,0.6764125823974609,0.5915107087426527
05414000,0.5039963722229004,0.6243475391187762
05488200,0.6235144138336182,0.4340057819378711
05489000,0.7107102870941162,0.6650090022549376
05593900,0.6527304649353027,0.5392662757399207
05595730,0.8083086013793945,0.7178516298262724
06289000,0.611365795135498,0.732914131375452
06291500,-0.12405824661254883,-0.15138706646324973
06332515,-0.22857916355133057,-0.4672202402185177
06601000,0.2875286936759949,0.1917775587396222
06622700,0.3853253126144409,0.08310863330057361
06623800,0.6544720530509949,0.34359527322918204
06632400,0.6945012807846069,0.5169234297377292
06746095,0.18778175115585327,-0.08311000991899764
06878000,0.446358323097229,0.2655407974142411
06885500,0.6060865521430969,0.7619875407144291
07066000,0.5082208514213562,0.46380754535054847
07142300,0.13677984476089478,0.2675820312604167
07180500,0.5419722199440002,0.7316831914020092
07184000,0.6407409906387329,0.5610290290148414
07291000,0.332233190536499,0.4951544946992079
08066200,0.4097859859466553,0.3749872685775473
08101000,0.5653899908065796,0.3459282650348774
08104900,0.7005741596221924,0.4789491662536094
08109700,0.56374192237854,0.7844387245356788
08164300,0.7340711355209351,0.8627061677234282
08165300,-0.4536724090576172,0.1718506006920263
08198500,0.6368598937988281,0.24875918351135862
08202700,0.4775620698928833,-3.15095883059045
08271000,0.704980731010437,0.5829657010832694
09035900,0.7706004977226257,0.49025688367237164
09047700,0.6119674444198608,0.47245504191196397
09065500,0.5490267872810364,0.23617695697244412
09066000,0.6269437074661255,0.3130518787487745
09223000,0.8877336978912354,0.7366575674404796
09492400,-0.20384085178375244,-0.24133405817613696
09494000,0.4630594253540039,0.3473822660808644
09505350,0.4697018265724182,0.3010400153386634
09505800,0.6108269095420837,0.5811490073929493
09510200,0.6402630805969238,0.2732348570851205
10336645,0.6869500875473022,0.5092627076770642
11143000,0.673119306564331,0.7973286853586576
11176400,0.46825212240219116,0.18108996433841207
11284400,0.6412914991378784,0.31690445662449906
11451100,0.7268552780151367,0.6857864747749747
11473900,0.6803990602493286,0.41733511270555435
11476600,0.7425280213356018,0.7776339229982311
11480390,0.6866136193275452,0.5065554519441573
11528700,0.6911617517471313,0.6738117816017111
12020000,0.8255953788757324,0.7148403533719792
12048000,-1.693657636642456,-0.2557941615613395
12115000,0.8120144605636597,0.8274051935254849
12175500,0.6443308591842651,0.8161040216752393
12411000,0.572718620300293,0.4768939996794772
12447390,0.6311255097389221,0.6645176111265625
12451000,0.7176337242126465,0.7610985353972818
13011900,0.7954709529876709,0.5375526715964872
13331500,0.7604475617408752,0.8692934587130474
14138900,0.8002699613571167,0.6347304988351526
14222500,0.7942964434623718,0.7370295777490196
