order,basin_id,seed,arm_id,events_passed,multiclass_brier,stable_true_negative_log_probability,source_probability_path,source_probability_bytes,source_probability_sha256
39,08380500,0,C,2,0.4586605621128697,0.8921699041279251,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08380500_s0.npz,91581,0fda53fc67d51db7604739077e197de8ba5ce33b77372acafe520b55a16e486f
40,08380500,1,C,2,0.3956112326998522,0.6383426710606153,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08380500_s1.npz,91774,3fea96797f5444f5fa87080f16407604b9087f6f3efa41c31dc91fdb4f8a2946
41,09312600,0,C,2,0.4805265838654129,0.8432985075712187,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09312600_s0.npz,92500,966fcb6a72ec02cd256c9db829199bf5e020b5e4cce9d5587ae3def554000258
42,09312600,1,C,2,0.4507498448709209,0.7552487961783307,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09312600_s1.npz,92339,2265c732ff074a5a7c0d63d3d746f1bf5c972e04951fd49731961f71555426da
43,04127997,0,C,2,0.4647649627424379,0.7579479416612794,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04127997_s0.npz,94557,5b9cba6daf08df4871f45a3c8101357fed2d7ff8ce69ca4a92821007fe4b70a8
44,04127997,1,C,2,0.5840393495242364,1.1069841720236178,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04127997_s1.npz,93732,be325c41dad525b5f2bf0ea19ada2d08fc95e3bc18770b1d7c71ff977d4d39d0
45,06623800,0,C,2,0.4035407905836142,0.6497102151098187,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/06623800_s0.npz,90282,4e0cd1ef4504d1b8300084dc3f607e91b5ea9deb21e5c9ab851d6a4ca241d083
46,06623800,1,C,2,0.397882362419022,0.6396005357596942,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/06623800_s1.npz,90040,f52e5bd2fc8a436608e62b5e70524c0db7ee5b97ff2c9817a733b05702e7ab8f
47,06404000,0,C,2,0.3840379905425694,0.5899011654094931,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/06404000_s0.npz,93609,e57abc94dc91e4e1de25a37f141d2537995cb65dc97b86ebc64745bb8a0dbfd5
48,06404000,1,C,2,0.350224666071643,0.5508025029721303,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/06404000_s1.npz,93609,a7f2dccddf919f556023e69bf602869b9956ee3e6c51ef7e5e8c85845ebdd58b
49,09047700,0,C,3,0.7549017307073213,1.3868311295519324,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09047700_s0.npz,94384,5ab55cf3038fe0eeaac4e220e9ee4fb78c796246386b0ce2b0abe3143516375c
50,09047700,1,C,4,0.8747697662804178,146.6813542263438,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09047700_s1.npz,87222,ec74d3534a631033db945b7cf7c370964c55227f94bc575c2878f0371e4a1a2c
51,05413500,0,C,3,0.9952917395594144,3100.937887668014,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/05413500_s0.npz,84515,6c804169997a87b3a0f9782e2e2e6be049bea765e67a067dc41cd8faca0e776e
52,05413500,1,C,5,0.7601641146867851,3.140773952049336,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/05413500_s1.npz,97173,94210d2f7249a5f7adb59e3e1d962f10681d72d212c8c810a0b101758d87f75e
53,08378500,0,C,4,0.554210845168673,0.9721980433385926,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08378500_s0.npz,95817,da1d8cbb5b57d63e7a8b151e50122e8dae5d886c8689ee71a1ed875bb4b82d3e
54,08378500,1,C,3,0.626029756079722,1.0941337642500897,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08378500_s1.npz,95832,b92f8f589760436600e96b402210c394ae50093f95b256c27faab233aa289d1d
55,08050800,0,C,4,0.457642567506385,11.87706022523541,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08050800_s0.npz,93626,057b1c726a199254eb5a0f5694abb02ba81fade82440bb464c26b284398eca55
56,08050800,1,C,4,0.4801679451031103,3.9176378493441217,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08050800_s1.npz,93445,82fa39740f7e1af7d7a86a6288b8e86de64df88b23d777d01e8fd53c6865a69d
57,04115265,0,C,5,0.333118089633838,0.6712812667026389,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04115265_s0.npz,97367,fe05460831b9005d8482b747e29597eec27a3461e7932fe2a24122a28214da27
58,04115265,1,C,5,0.3960686896174948,3.7973137151164336,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04115265_s1.npz,96128,19e341f60666e934425ba69c202e2493a6649e9359e078594a17e6c60f8b4358
59,04105700,0,C,5,0.8776372899181933,16.719279192114364,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04105700_s0.npz,89925,2f7c0e9da3cbf7032e15c0b8c22d4ec8fdb19a2ddf2015236bc04827d01da48b
60,04105700,1,C,3,0.7819977776079797,1.558253785332831,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04105700_s1.npz,97767,3ac3b3a0947b436b57bd9d6ed17127c33b12d16fe3bd6467afcfe363a5b355ca
61,14138900,0,C,6,0.0958001077944689,0.1794748525823964,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14138900_s0.npz,88235,635ee865be37782cd6948538f3fbd02866acf2581d5254db40a25ab314d57b1e
62,14138900,1,C,5,0.1261014573869921,0.2279468455201833,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14138900_s1.npz,88152,7ff264b680ce37d40c3797e6baa92b1b2ee0413abf1a8d05b288f1d0a8fce74e
63,12035000,0,C,5,0.1467551126834119,0.2570911315611855,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/12035000_s0.npz,89669,93dbdefd2a8dd7f36df2b2d2880a9e9242dcf1a49f7b4b822c000e1e78c7482c
64,12035000,1,C,5,0.102595884818269,0.1964483110524396,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/12035000_s1.npz,89543,5153501979572ea9ad622493fa74b95c6c6fc1e4266a919ed647c8f4e78dc77a
65,12025700,0,C,5,0.1250721809360877,0.2450138841742458,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/12025700_s0.npz,88748,a0dd11ac13f7d8fe05124755d1efaed860fcb9b04b31e20751d2abc5c7829522
66,12025700,1,C,5,0.1026361752406838,0.2068505854993371,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/12025700_s1.npz,88693,bb98842ccaf5756b0924d464ed87b6e7d301d323c33871ca6ce5c1f950c80b94
67,14158790,0,C,5,0.3095414524542026,0.6348415310102572,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14158790_s0.npz,89034,65413588a839cf9b16c002e6e3e6de034adcae97cd141de98fa85f9de1011958
68,14158790,1,C,4,0.209440870786703,0.3920284944153492,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14158790_s1.npz,88945,0ddaf93429e7d2a41a3d3e92992f2fbd5ffdd45661a4774fb8da7e1c709b35d4
69,14222500,0,C,5,0.1504810552562491,0.2884859843764879,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14222500_s0.npz,89539,9bb62ec372c629d723dce64492ca9f4ac0e4f36903d52b1fb66008fc40c85547
70,14222500,1,C,5,0.2279517741102739,0.3868594743029491,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14222500_s1.npz,89847,eaf1e170ab98692be1a8f4258163f4217e9d9f6b0296c2bb289b8be4416de58d
71,09510200,0,C,5,0.154744940974368,0.3008793741555663,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09510200_s0.npz,95588,0ae4e4af69e095d2fb55875a4c23e141b076f2a37ac0c1204104086080e41b5b
72,09510200,1,C,5,0.198080183765249,0.3599964935487892,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09510200_s1.npz,95574,d46baf88add2a52d86d086441890c757d5ced26a6734b2cd2cbb12a21249844d
73,13161500,0,C,3,0.3782786796515667,0.6570536322389,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/13161500_s0.npz,96160,c64005eb62707accfbe9c3bb5b24c8bb241ae7963d82cfdf0f863ede88e3bfce
74,13161500,1,C,3,0.4562549044470384,0.8106628087161135,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/13161500_s1.npz,96167,b25a9f7af6adf278f10d2a1e2d758a4dcdf9f8ba9ebee9d7a8049148f24bdc1b
75,02430085,0,C,5,0.6321344474129456,472.0154519255457,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02430085_s0.npz,89030,9a0ef82d0e86157cf434d59cff003027715cdf6ece4abf53e8f86e3863dd1ad9
76,02430085,1,C,4,0.2223858688654491,0.4019105104341567,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02430085_s1.npz,89906,8e61a5b9acc4868b90621a9aa0554abc0532f14a369bd95e1082b48a82e64110
77,11522500,0,C,4,0.6321939283599415,9.778042334599068,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/11522500_s0.npz,94737,1894264eff73887ec640f24482071c4f224ef758ca350469a45f3143e79d88f0
78,11522500,1,C,5,0.3677420928777614,0.6261152509414463,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/11522500_s1.npz,94667,b6b0f4b59ad04f05300b6965ecb4a3f67d331fa8d784ccfeb3595a8ed544611c
79,14306340,0,C,4,0.1941913259882595,0.3435219550861152,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14306340_s0.npz,89072,71dde7055d6338a66177c326a0ef6eee471eba3e6e4fe74004704e26162ff599
80,14306340,1,C,4,0.1948695418910985,0.3638278885809111,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14306340_s1.npz,89127,55bd3cf11a375907f6eae3a11363589ddb8ef71493e0f9d727bba778e2d074fa
81,11381500,0,C,4,0.4066697945727751,0.7189860387282249,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/11381500_s0.npz,96874,082c5182d7c34d3f9c77e929d56161e75c8a2883926b0a8220ea66394732eaf3
82,11381500,1,C,4,0.5087411496736722,0.8573661740348603,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/11381500_s1.npz,96652,97a8436602679a3ce4a2ddb126abaa92b177b2e1d91b95aab46f14eaac698bf5
83,09505350,0,C,4,0.2684739213980696,0.503868424272683,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09505350_s0.npz,95560,87dc7c5c94d5ac7c69818b47322b43502b0fd87a6b420be64b6adc749f25aa0f
84,09505350,1,C,4,0.2835048945126354,0.5651014604713915,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/09505350_s1.npz,95556,5f58c9262a8d24e53019247e416fd0abf0b998a04d717805f10ccdc6c58fc8ca
85,03241500,0,C,5,0.4846009227171396,1.0335499622021622,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/03241500_s0.npz,93297,6db0600cc3310b103d547eca529bc8f3818f7a94080c7e33648f8261c739b629
86,03241500,1,C,4,0.2061478347914858,0.3738708751803029,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/03241500_s1.npz,92427,b9127692b64704661e068927f6892e81306b742c2a8e6e5ea8908931860f32e7
87,02017500,0,C,4,0.1388186802111281,0.2485473484529611,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02017500_s0.npz,90585,4a24627b4b2096c2acbfbfd1a135046ea9dc6d5e753be36496117b72b47d697d
88,02017500,1,C,5,0.1590890857026247,0.2854977765595992,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02017500_s1.npz,90687,25f9ddfbd28f1bda4c628416c391870ac5ca0378e2dfb3353f5e0a6b06eb9569
89,05399500,0,C,6,0.1349360243284594,0.2628108966228846,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/05399500_s0.npz,92360,e586b426d22c844485fd7217912c8121cf519ed938a307bb1967b16843cb163f
90,05399500,1,C,6,0.2154579564477435,0.3799633009758407,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/05399500_s1.npz,92159,03a2781267e6557cf22a0bd17c6a62b9941e42b0ebd54764919b552c221f8b7f
91,02349900,0,C,3,0.253051369163239,0.5130541325975323,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02349900_s0.npz,93610,33fb546516d26c02b567e55d9cf2c8105dcc381f91f2d00f6e37a6297b2b9471
92,02349900,1,C,3,0.4886593947156252,18429.82863569476,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02349900_s1.npz,91076,aa229e432868c884245e14de127dac6256d6a47a1eb87b0f8eff45c2e11c02cd
93,02221525,0,C,3,0.3008403542180813,0.5030683232500139,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02221525_s0.npz,94038,0e7139a22514a290cea4101931bc352ef73b35ffd9ea418b5557c1f742eb58cc
94,02221525,1,C,4,0.7447501514804449,3755.431465841276,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02221525_s1.npz,90814,7e4ba60b588202768c936ebdf3016d037bdf1c1df6aebc30f99dc58be093bcd9
95,14316700,0,C,4,0.1712051173456082,0.3298593098576786,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14316700_s0.npz,90827,437ac6b9bc504b3243f531fd8c5a3a50635b35cb8de7170bfa5a3254ab1d4d93
96,14316700,1,C,4,0.1776229247988879,0.3516878100355462,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14316700_s1.npz,90699,11630ec2bdbd98f8afac1797d8829d10e6fd113c1ce8ab2148ca9f58e47194b1
97,06278300,0,C,6,0.3806406949219774,1.040534213860211,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/06278300_s0.npz,92660,743ce3a6c99371552554305189c8cd92efca21a8fd002ee402acbae5b67eb9ec
98,06278300,1,C,6,0.4628959626116842,1.0519412949374845,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/06278300_s1.npz,92835,5b1d541fbe530664c19ffe9785b4b754d0140cb303b5bf6c94b07784fb70b5ab
99,08271000,0,C,5,0.5692898628732703,0.9902946596187084,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08271000_s0.npz,94828,546cda7283ca783c1068ccb9d8a1d665c1b848ee8d3afcfec29412721d54f031
100,08271000,1,C,6,0.4743258035406451,0.8676457762918394,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/08271000_s1.npz,94507,63cb9229e9b50faf48e369e02e342d27a88964bb205db28335ab71c6e8ee3800
101,07315200,0,C,2,0.4027761808714937,0.6333148181285952,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/07315200_s0.npz,96143,57c93dd9774e38cc59273ac76219f4c90ba4ee230c4ca99383ce0d157c6b4d40
102,07315200,1,C,2,0.3986442438412017,0.6325098260048996,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/07315200_s1.npz,96097,7833ceb82debfc600b2121765ad5dcaad3ec4ae871f70455f9c6707ff7c3a8df
103,03049800,0,C,4,0.3843763462048032,116.26963406416236,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/03049800_s0.npz,91977,ed6c57b1697d3bbbcd07bde17c2cdcf5a02f9e1679a36e40c87981cf7764141e
104,03049800,1,C,3,0.3185688163843581,0.9902334681062394,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/03049800_s1.npz,93643,f008a4530214874b704941327f262de62e0781388b97a5678e0019cc39b0b848
105,02027000,0,C,5,0.1195741744392964,0.2186774022492626,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02027000_s0.npz,87958,6c58a4163ba081077b5198980d542d44a882fce6c060eb8eb800b9e38bbe8d81
106,02027000,1,C,5,0.1502573450315024,0.261471381249073,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02027000_s1.npz,87842,9a42ec361217b2590168f9dcf7cc998818bddc13b86b2cf221b707e01e75d1e1
107,07145700,0,C,3,1.063286662564886,149597.864266645,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/07145700_s0.npz,87101,7a77d3d8436ad75ca612116ba1b8ac9f34fa3eb574846d0c8d0f37fcc29f700f
108,07145700,1,C,2,1.0905908676561822,148480.3640258809,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/07145700_s1.npz,86717,807527bad3798b9f25ba541c9e65f871f9779e2dbe23b260622e5c1637341e09
109,03473000,0,C,4,0.5200783044728328,20.99894488712713,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/03473000_s0.npz,89614,3dca3ab82c048da84fd4718bc7602a2ca016cd94c217444a9bcbcc004d2eed52
110,03473000,1,C,6,0.7356514009948842,800.5991418061808,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/03473000_s1.npz,90617,69e87ca2f40f67a30b818b9ac0083cb55657229fac4d075662cd875c3da99f8f
111,12178100,0,C,5,0.2083420548577145,0.3721333225121084,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/12178100_s0.npz,91202,9667b5cbe8dbca246fa69fef846bdec11885cf064175ce4c426c1b393f15dbff
112,12178100,1,C,4,0.2916164511515496,0.8168600421592549,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/12178100_s1.npz,91148,0e8b3bd4da4d8213656bb08a98c56b128400c1f05b422eb88077e7f78c493e60
113,01667500,0,C,4,0.1487754395755671,0.2845792794728166,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/01667500_s0.npz,93051,ac23bf5bddd963d2155dc28e3795556016a96c522f2d31d5b99460f4d4532d4b
114,01667500,1,C,6,0.4741342128936995,530.1162504034396,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/01667500_s1.npz,91917,d26d010b722385a6f52ce032e18ad3fdc2dcd9afb2cb4b29ee0d38cb87ebf773
115,14137000,0,C,5,0.2910331857569653,0.5028437585294862,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14137000_s0.npz,92493,8707ffba30a0074fb84b8fbbcdd7911b6877a7eb44a79cd36c2b45db4ce77acf
116,14137000,1,C,5,0.206966779177933,0.3745720961022231,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/14137000_s1.npz,91960,991c34384887566c45040a9f1d9938ef0570ee20ed47c4b328b5ddf04a5949ee
117,01552500,0,C,6,0.0540725201430872,0.1133935317880419,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/01552500_s0.npz,86634,2a35851758b36d8c8107235a0b5ed05e74b70759403214382ea7e203ec4095a4
118,01552500,1,C,6,0.0551499596200383,0.1193080473642039,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/01552500_s1.npz,86407,2c3b41128aa3e44af7b37e25af586f9b11d2d87d04d57ca3759d2b489a90e392
119,02152100,0,C,5,0.2422147651363844,2.3068297771826387,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02152100_s0.npz,90535,4a5f2fa81fe11f796f059b54959e22ac78a83e876d4e7285fb4eb6273639b527
120,02152100,1,C,4,0.3158373703561328,1.4053066385938795,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/02152100_s1.npz,89671,48151e03b7be9eed6b596aae6a5aa9f7c0d5a0c2414b7dd5de745de6f8755c3c
121,01435000,0,C,6,0.0657494184627981,0.1342655688668253,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/01435000_s0.npz,86909,4748dd23211c422cccaf27c5ae6dd4a3c8e0b792c11e7fdbd1de8c06f117a7b9
122,01435000,1,C,6,0.0815377772124324,0.1791521781618599,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/01435000_s1.npz,86877,1f691922820c295397227c44156925b4c06f5fde9bf5bcf38b2349557439eea2
123,04233000,0,C,5,0.3163903797754867,0.6397816481378829,results/23_camels_switch_confirmation/camels_parfc_state_interaction_01b_design90_s01_20260810_local/arms/C/probs/04233000_s0.npz,88298,a3e6544050571bf052cec4704dbf6caa888ffce2d4b8048c67b05f3e0cd3b1bd
